,matched_terms,value,is_slotted,data.id,data.sku,data.slug,data.color,data.category,data.image_url,data.product_type,data.release_date,data.release_date_year,data.retail_price_cents,data.variation_id,data.used_image_url,data.cheapest_product,data.product_condition,data.lowest_price_cents,data.lowest_price_cents_sgd,data.lowest_price_cents_myr,data.lowest_price_cents_aud,data.lowest_price_cents_gbp,data.lowest_price_cents_hkd,data.lowest_price_cents_cny,data.lowest_price_cents_cad,data.lowest_price_cents_twd,data.lowest_price_cents_eur,data.lowest_price_cents_jpy,data.lowest_price_cents_krw,data.count_for_product_condition,data.instant_ship_lowest_price_cents,data.instant_ship_lowest_price_cents_aud,data.instant_ship_lowest_price_cents_gbp,data.instant_ship_lowest_price_cents_jpy,data.instant_ship_lowest_price_cents_krw,data.instant_ship_lowest_price_cents_eur,data.instant_ship_lowest_price_cents_cad,data.instant_ship_lowest_price_cents_sgd,data.instant_ship_lowest_price_cents_twd,data.instant_ship_lowest_price_cents_myr,data.instant_ship_lowest_price_cents_cny,data.instant_ship_lowest_price_cents_hkd,data.retail_price_cents_gbp,data.retail_price_cents_jpy,data.retail_price_cents_hkd,data.retail_price_cents_myr,data.retail_price_cents_krw,data.retail_price_cents_cny,data.retail_price_cents_sgd,data.retail_price_cents_cad,data.retail_price_cents_eur,data.retail_price_cents_aud,data.retail_price_cents_twd,data.discount_tag
0,"['air', 'force', '1']",Air Force 1 '07 'Triple White',False,712867,CW2288 111,air-force-1-07-triple-white-cw2288-111,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/048/340/054/original/712867_00.png.png,sneakers,20201209.0,2020.0,0.0,e0d45024-3f13-4dc6-b684-0238150a9ed4,https://image.goat.com/attachments/product_outer_pictures/images/054/549/606/square/camera-outerPhotoData-2021-05-1218_46_41_0000.jpg?1620845201,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/549/606/square/camera-outerPhotoData-2021-05-1218_46_41_0000.jpg?1620845201""}",new_no_defects,8900,12000,39700,13500,7300,70700,61900,12300,273700,8200,1189200,11845200,101,10500.0,16000.0,8600.0,1402900.0,13974700.0,9700.0,14400.0,14200.0,322800.0,46800.0,73000.0,83400.0,,,,,,,,,,,,
1,"['air', 'force', '1']",Wmns Air Force 1 '07 'Triple White',False,717555,DD8959 100,wmns-air-force-1-07-triple-white-dd8959-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/051/194/458/original/717555_00.png.png,sneakers,20201222.0,2020.0,9000.0,f8b8ffc8-8a98-4362-9c27-ad46390ac318,https://image.goat.com/attachments/product_outer_pictures/images/054/654/155/square/temp1621028841.jpeg?1621028841,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/654/155/square/temp1621028841.jpeg?1621028841""}",new_no_defects,7800,10600,34800,11900,6400,62000,54200,10700,239800,7200,1042200,10380400,101,8400.0,12800.0,6900.0,1122400.0,11178900.0,7800.0,11600.0,11400.0,258300.0,37400.0,58400.0,66700.0,7500.0,1204300.0,71400.0,40700.0,11860900.0,62700.0,12200.0,12500.0,8500.0,13700.0,277500.0,under_retail
2,"['air', 'force', '1']",Air Force 1 '07 'Triple Black',False,719115,CW2288 001,air-force-1-07-triple-black-cw2288-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/054/211/154/original/719115_00.png.png,sneakers,,,9000.0,2f3aadfd-107e-410e-9edd-4b73e9c7cb8d,https://image.goat.com/attachments/product_outer_pictures/images/047/971/873/square/temp1609231903.jpeg?1609231903,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/047/971/873/square/temp1609231903.jpeg?1609231903""}",new_no_defects,9300,12600,41400,14100,7600,73900,64600,12800,286000,8600,1242600,12377600,101,10700.0,16300.0,8800.0,1429700.0,14240900.0,9900.0,14700.0,14400.0,329000.0,47700.0,74400.0,85000.0,7500.0,1204800.0,71500.0,39700.0,11576200.0,62100.0,12100.0,12200.0,8500.0,13100.0,275100.0,
3,"['air', 'force', '1']",Supreme x Air Force 1 Low 'Box Logo - White',False,585307,CU9225 100,supreme-x-air-force-1-low-box-logo-white-cu9225-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/071/408/055/original/585307_00.png.png,sneakers,20200305.0,2020.0,9600.0,644ed622-357f-4c0d-a582-969192a383c7,https://image.goat.com/attachments/product_outer_pictures/images/044/396/260/square/temp1603580747.jpeg?1603580747,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/044/396/260/square/temp1603580747.jpeg?1603580747""}",new_no_defects,13700,18500,61000,20800,11200,108800,95200,18800,421200,12600,1830500,18233700,101,14800.0,22500.0,12100.0,1977500.0,19697700.0,13700.0,20300.0,19900.0,455000.0,65900.0,102900.0,117500.0,8000.0,1285200.0,76200.0,42400.0,12347900.0,66300.0,12900.0,13000.0,9100.0,14000.0,293400.0,
4,"['air', 'force', '1']",Air Force 1 '07 'White Black',False,717534,CT2302 100,air-force-1-07-white-black-ct2302-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/051/085/945/original/717534_00.png.png,sneakers,20201222.0,2020.0,9000.0,5eece978-f9ba-4eb5-ba9d-b81d62c43126,https://image.goat.com/attachments/product_outer_pictures/images/050/156/146/square/temp1613023700.jpeg?1613023700,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/050/156/146/square/temp1613023700.jpeg?1613023700""}",new_no_defects,7400,10000,33000,11300,6100,58800,51500,10200,227500,6900,988800,9848900,101,8000.0,12200.0,6600.0,1068900.0,10647400.0,7400.0,11000.0,10800.0,246000.0,35700.0,55600.0,63500.0,7500.0,1204800.0,71500.0,39700.0,11576200.0,62100.0,12100.0,12200.0,8500.0,13100.0,275100.0,under_retail
5,"['air', 'force', '1']",Air Force 1 Jewel 'Color of the Month - Light Smoke Grey',False,1108304,DV0785 003,air-force-1-jewel-color-of-the-month-light-smoke-grey-dv0785-003,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/083/071/311/original/1108304_00.png.png,sneakers,20230105.0,2023.0,15000.0,46712cd5-03d3-41aa-ba41-794c3a660148,,,new_no_defects,7800,10600,34800,11900,6400,62000,54200,10700,239800,7200,1042200,10380400,0,8400.0,12800.0,6900.0,1122400.0,11178900.0,7800.0,11600.0,11400.0,258300.0,37400.0,58400.0,66700.0,12200.0,1988300.0,119100.0,66800.0,19941400.0,104400.0,20200.0,20400.0,13900.0,22600.0,463500.0,under_retail
6,"['air', 'force', '1']",Wmns Air Force 1 Shadow 'Ghost Swoosh',False,934525,DV1364 111,wmns-air-force-1-shadow-ghost-swoosh-dv1364-111,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/072/388/911/original/934525_00.png.png,sneakers,20220501.0,2022.0,11000.0,1824846d-9d48-4f40-8c93-aceb3f64323a,,,new_no_defects,7300,9900,32500,11100,6000,58000,50800,10100,224500,6800,975400,9715000,0,,,,,,,,,,,,,9300.0,1493200.0,87200.0,49300.0,14416600.0,76300.0,14900.0,15000.0,10500.0,16100.0,338000.0,under_retail
7,"['air', 'force', '1']",Air Force 1 Low '07 LV8 1 'Triple Red',False,581712,CW6999 600,air-force-1-low-07-lv8-1-triple-red-cw6999-600,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/082/584/514/original/581712_00.png.png,sneakers,20210120.0,2021.0,11000.0,95cab089-5f1b-47d8-99d8-147eebbde1c9,https://image.goat.com/attachments/product_outer_pictures/images/054/611/221/square/temp1620943125.jpeg?1620943125,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/611/221/square/temp1620943125.jpeg?1620943125""}",new_no_defects,9700,13100,43200,14700,7900,77000,67400,13300,298300,9000,1296100,12910000,101,12100.0,18400.0,9900.0,1616700.0,16104200.0,11200.0,16600.0,16300.0,372000.0,53900.0,84100.0,96100.0,9200.0,1472600.0,87300.0,48600.0,14148600.0,75900.0,14800.0,14900.0,10400.0,16000.0,336200.0,under_retail
8,"['air', 'force', '1']",Air Force 1 LE GS 'Triple White',False,749178,DH2920 111,air-force-1-le-gs-triple-white-dh2920-111,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/054/966/859/original/749178_00.png.png,sneakers,20210315.0,2021.0,8000.0,7b0fa0aa-8d41-4b8d-ba4f-1bbd9e45779d,https://image.goat.com/attachments/product_outer_pictures/images/054/589/388/square/temp1620917938.jpeg?1620917938,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/589/388/square/temp1620917938.jpeg?1620917938""}",new_no_defects,5500,7400,24500,8400,4500,43700,38300,7600,169100,5100,734900,7320100,44,7600.0,11600.0,6200.0,1015500.0,10115000.0,7000.0,10500.0,10300.0,233700.0,33900.0,52800.0,60400.0,6700.0,1071000.0,63500.0,35300.0,10289900.0,55200.0,10800.0,10800.0,7600.0,11700.0,244500.0,under_retail
9,"['air', 'force', '1']",Air Force 1 Low 'Color of the Month - White Silver',False,1084858,DZ6755 100,air-force-1-low-color-of-the-month-white-silver-dz6755-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/081/532/683/original/1084858_00.png.png,sneakers,20221207.0,2022.0,15000.0,5e674457-8239-4b46-858e-7819d13bded9,,,new_no_defects,6500,8800,29000,9900,5300,51600,45200,9000,199900,6000,868500,8650400,0,10300.0,15700.0,8400.0,1376200.0,13707500.0,9500.0,14200.0,13900.0,316700.0,45900.0,71600.0,81800.0,12900.0,2079400.0,119100.0,68000.0,19977200.0,105600.0,20600.0,20900.0,14400.0,23100.0,466100.0,under_retail
10,"['air', 'force', '1']",NOCTA x Air Force 1 Low 'Certified Lover Boy',False,933222,CZ8065 100,nocta-x-air-force-1-low-certified-lover-boy-cz8065-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/081/976/035/original/933222_00.png.png,sneakers,20221208.0,2022.0,16000.0,1183f8a3-6667-4730-9613-a757d431698e,,,new_no_defects,15400,20800,68600,23400,12600,122300,107000,21200,473500,14200,2057600,20496200,0,23000.0,34900.0,18800.0,3073000.0,30611200.0,21200.0,31600.0,31000.0,707100.0,102400.0,159800.0,182600.0,13300.0,2132800.0,127000.0,72600.0,21170100.0,111500.0,21800.0,22300.0,15100.0,24000.0,495600.0,under_retail
11,"['air', 'force', '1']",NOCTA x Air Force 1 Low 'Certified Lover Boy' With Love You Forever Book,False,1096753,CZ8065 100 LYF BOOK,nocta-x-air-force-1-low-certified-lover-boy-with-love-you-forever-book-cz8065-100-lyf-book,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/081/804/588/original/CZ8065_100_LYF_BOOK.png.png,sneakers,20221206.0,2022.0,16000.0,333aa589-752f-441e-a476-e59d49eef254,,,new_no_defects,21800,29400,97100,33100,17800,173100,151500,29900,670200,20100,2912700,29011900,0,27100.0,41100.0,22100.0,3620800.0,36065200.0,25000.0,37200.0,36500.0,833200.0,120700.0,188300.0,215100.0,13500.0,2199000.0,127000.0,72500.0,20991900.0,112200.0,21800.0,22100.0,15200.0,24100.0,495700.0,
12,"['air', 'force', '1']",Air Force 1 '07 LV8 'Tartan Plaid',False,1115020,DV0789 100,air-force-1-07-lv8-tartan-plaid-dv0789-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/670/065/original/1115020_00.png.png,sneakers,20230103.0,2023.0,13000.0,e21a7fb6-df66-4dae-95d1-34762fc4bd58,,,new_no_defects,6300,8500,28100,9600,5200,50000,43800,8700,193700,5800,841800,8384900,0,12700.0,19300.0,10400.0,1696900.0,16902700.0,11700.0,17500.0,17100.0,390500.0,56600.0,88300.0,100800.0,10600.0,1739600.0,103200.0,58100.0,17201500.0,90500.0,17500.0,17700.0,12100.0,19400.0,400800.0,under_retail
13,"['air', 'force', '1']",Air Force 1 '07 'White Gum Light Brown',False,738569,DJ2739 100,air-force-1-07-white-gum-light-brown-dj2739-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/051/275/555/original/738569_00.png.png,sneakers,20210331.0,2021.0,9000.0,6bfda035-59bd-4955-adcb-0d410df90bc1,https://image.goat.com/attachments/product_outer_pictures/images/053/553/947/square/temp1619027034.jpeg?1619027034,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/053/553/947/square/temp1619027034.jpeg?1619027034""}",new_no_defects,7600,10300,33900,11600,6200,60400,52800,10500,233700,7000,1015500,10115000,101,10500.0,16000.0,8600.0,1402900.0,13974700.0,9700.0,14400.0,14200.0,322800.0,46800.0,73000.0,83400.0,7500.0,1204800.0,71500.0,39700.0,11576200.0,62100.0,12100.0,12200.0,8500.0,13100.0,275100.0,under_retail
14,"['air', 'force', '1']",Air Force 1 '07 LX 'Cacao Plaid',False,1122400,DV0791 200,air-force-1-07-lx-cacao-plaid-dv0791-200,brown,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/275/658/original/1122400_00.png.png,sneakers,,,14000.0,f7c18ded-4a0f-485a-a4fe-3563550b9ccc,,,new_no_defects,9500,12800,42300,14400,7800,75400,66000,13100,292100,8800,1269300,12642800,0,13000.0,19800.0,10600.0,1737000.0,17300700.0,12000.0,17900.0,17600.0,399700.0,57900.0,90400.0,103200.0,11700.0,1874200.0,111200.0,61800.0,18007300.0,96600.0,18900.0,18900.0,13200.0,20400.0,427900.0,under_retail
15,"['air', 'force', '1']",Air Force 1 '07 LV8 '40th Anniversary - White Black',False,1028182,DQ7658 100,air-force-1-07-lv8-40th-anniversary-white-black-dq7658-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/296/283/original/1028182_00.png.png,sneakers,20221013.0,2022.0,13000.0,c44868af-6be5-4f3f-8825-3dd0a514cc4b,,,new_no_defects,9700,13100,43200,14800,7900,77000,67400,13300,298300,9000,1296100,12909000,0,13500.0,20500.0,11000.0,1803800.0,17966100.0,12500.0,18600.0,18200.0,415100.0,60100.0,93800.0,107200.0,10900.0,1740300.0,103200.0,57400.0,16721100.0,89700.0,17500.0,17600.0,12300.0,18900.0,397400.0,under_retail
16,"['air', 'force', '1']",Off-White x Air Force 1 Mid SP Leather 'Pine Green',False,953841,DR0500 300,off-white-x-air-force-1-mid-sp-leather-pine-green-dr0500-300,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/297/803/original/953841_00.png.png,sneakers,20230428.0,2023.0,18500.0,8705f899-6393-4d86-8d42-2d2099cfe2d4,,,new_no_defects,14100,19000,62800,21400,11500,111900,98000,19400,433500,13000,1883900,18766000,0,43200.0,65500.0,35200.0,5771900.0,57495800.0,39800.0,59300.0,58100.0,1328100.0,192400.0,300100.0,342900.0,15200.0,2481300.0,146900.0,82700.0,24423100.0,128900.0,24900.0,25400.0,17300.0,28000.0,571600.0,under_retail
17,"['air', 'force', '1']",Air Force 1 '07 LV8 EMB 'All-Star - Salt Flats',False,1134652,DV0787 100,air-force-1-07-lv8-emb-cracked-leather-dv0787-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/085/439/170/original/1134652_00.png.png,sneakers,20230218.0,2023.0,13000.0,b9249c9d-6fd1-4694-8753-49ecb0734c8b,,,new_no_defects,8000,10800,35700,12200,6600,63500,55600,11000,246000,7400,1068900,10646600,0,,,,,,,,,,,,,11000.0,1785400.0,103200.0,58900.0,17030100.0,90800.0,17700.0,17900.0,12400.0,19500.0,401100.0,under_retail
18,"['air', 'force', '1']",Supreme x Air Force 1 Low 'Box Logo - Black',False,585320,CU9225 001,supreme-x-air-force-1-low-box-logo-black-cu9225-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/063/456/488/original/585320_00.png.png,sneakers,20200305.0,2020.0,9600.0,5ed76b98-8404-4599-9fe4-8aa7c41ca15f,https://image.goat.com/attachments/product_outer_pictures/images/054/266/228/square/temp1620314853.jpeg?1620314853,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/266/228/square/temp1620314853.jpeg?1620314853""}",new_no_defects,14900,20100,66400,22600,12200,118300,103500,20500,458100,13800,1990800,19830800,52,19000.0,28800.0,15500.0,2538600.0,25287500.0,17500.0,26100.0,25600.0,584200.0,84600.0,132000.0,150800.0,8000.0,1285200.0,76200.0,42400.0,12347900.0,66300.0,12900.0,13000.0,9100.0,14000.0,293400.0,
19,"['air', 'force', '1']",Air Force 1 Low 'Color of the Month - University Blue',False,1070954,DM0576 400,air-force-1-low-color-of-the-month-university-blue-dm0576-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/256/032/original/1070954_00.png.png,sneakers,20221103.0,2022.0,15000.0,ab1c26e3-74ef-4a2a-9263-1dc746fb6b8e,,,new_no_defects,8800,11900,39200,13400,7200,69900,61200,12100,270600,8100,1175800,11712200,0,12700.0,19300.0,10400.0,1696900.0,16902700.0,11700.0,17500.0,17100.0,390500.0,56600.0,88300.0,100800.0,12500.0,2008000.0,119100.0,66200.0,19293600.0,103500.0,20200.0,20300.0,14200.0,21800.0,458500.0,under_retail
20,"['air', 'force', '1']",Air Force 1 '07 Premium 'White Metallic Silver',False,1034844,DX3945 100,air-force-1-07-white-metallic-silver-dx3945-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/856/614/original/1034844_00.png.png,sneakers,20220908.0,2022.0,15000.0,bd9a1df5-ea52-4971-812f-55a6e4dbd7e2,,,new_no_defects,7200,9700,32100,11000,5900,57200,50100,9900,221400,6700,962000,9581900,0,8400.0,12800.0,6900.0,1122400.0,11178900.0,7800.0,11600.0,11400.0,258300.0,37400.0,58400.0,66700.0,12500.0,2008000.0,119100.0,66200.0,19293600.0,103500.0,20200.0,20300.0,14200.0,21800.0,458500.0,under_retail
21,"['air', 'force', '1']",Air Force 1 Low '07 LV8 'Split',False,275235,905345 004,air-force-1-high-07-lv8-split-905345-004,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/053/600/646/original/275235_00.png.png,sneakers,20171213.0,2017.0,13000.0,7757c7d9-3a71-4efd-90cc-00f71707e39e,,,new_no_defects,47500,64000,211500,72000,38700,377000,330000,65200,1460300,43700,6346500,63213900,0,,,,,,,,,,,,,10900.0,1740300.0,103200.0,57400.0,16721100.0,89700.0,17500.0,17600.0,12300.0,18900.0,397400.0,
22,"['air', 'force', '1']",Wmns Air Force 1 Low 'Valentine's Day 2023',False,1118906,FD4616 161,wmns-air-force-1-low-valentine-s-day-2023-fd4616-161,cream,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/737/921/original/1118906_00.png.png,sneakers,20230214.0,2023.0,0.0,394b1085-96af-4adc-b969-12bef8f69dbe,,,new_no_defects,13500,18200,60100,20500,11000,107200,93800,18600,415100,12500,1803800,17966100,0,82600.0,125200.0,67300.0,11036100.0,109925600.0,76000.0,113300.0,111300.0,2539400.0,367700.0,573800.0,655600.0,,,,,,,,,,,,
23,"['air', 'force', '1']",Air Force 1 '07 LV8 2 'Have A Nike Day',False,932960,DM0118 100,air-force-1-07-lv8-2-have-a-nike-day-dm0118-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/073/771/714/original/932960_00.png.png,sneakers,20220411.0,2022.0,10000.0,a1593f74-f75b-4c29-81f6-eb19204e3d22,,,new_no_defects,8500,11500,37900,12900,7000,67500,59100,11700,261400,7900,1135700,11312900,0,10300.0,15700.0,8400.0,1376200.0,13708500.0,9500.0,14200.0,13900.0,316700.0,45900.0,71600.0,81800.0,8400.0,1357500.0,79300.0,44800.0,13106000.0,69400.0,13600.0,13600.0,9500.0,14700.0,307300.0,under_retail
24,"['air', 'force', '1']",Wmns Air Force 1 Low 'Atomic Pink Iridescent',False,1037866,CJ1646 601,wmns-air-force-1-low-atomic-pink-iridescent-cj1646-601,pink,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/077/894/081/original/CJ1646_601.png.png,sneakers,,,0.0,dbbad1a9-c0a5-4ac6-81e4-6f85ba49244b,,,new_no_defects,13600,18400,60600,20700,11100,108000,94500,18700,418100,12600,1817100,18099200,0,,,,,,,,,,,,,,,,,,,,,,,,
25,"['air', 'force', '1']",Tiffany & Co. x Air Force 1 Low '1837',False,1127101,DZ1382 001,tiffany-co-x-air-force-1-low-1837-dz1382-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/085/686/551/original/1127101_00.png.png,sneakers,20230307.0,2023.0,40000.0,c35bb672-5ca7-4406-b689-c31a5fd1dc0d,,,new_no_defects,95000,127800,422900,144000,77400,754000,659900,130300,2920600,87400,12692900,126437500,0,107500.0,162900.0,87500.0,14363000.0,143074000.0,98900.0,147400.0,144600.0,3304900.0,478600.0,746800.0,853200.0,33200.0,5331900.0,317500.0,181400.0,52925100.0,278600.0,54300.0,55700.0,37700.0,59900.0,1238900.0,
26,"['air', 'force', '1']","Air Force 1 Low 'Feel Free, Let's Talk'",False,954576,DX2667 600,air-force-1-low-feel-free-let-s-talk-dx2667-600,pink,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/599/130/original/954576_00.png.png,sneakers,20220924.0,2022.0,0.0,88911c74-98e0-4f31-bb55-63d4efa7ecfa,,,new_no_defects,9700,13100,43200,14700,7900,77000,67400,13300,298300,9000,1296100,12910000,0,,,,,,,,,,,,,,,,,,,,,,,,
27,"['air', 'force', '1']",Air Force 1 '07 LV8 'Reflective Swoosh - Black Crimson',False,1072954,DZ4514 001,air-force-1-07-lv8-multi-swoosh-black-crimson-reflective-dz4514-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/808/480/original/1072954_00.png.png,sneakers,,,13000.0,0655aeff-c987-45ba-8ec4-1f74b39f9458,,,new_no_defects,15100,20400,67300,22900,12300,119900,104900,20700,464300,13900,2017500,20095400,0,17300.0,26300.0,14100.0,2311500.0,23023200.0,16000.0,23800.0,23300.0,531900.0,77100.0,120200.0,137300.0,10900.0,1740300.0,103200.0,57400.0,16721100.0,89700.0,17500.0,17600.0,12300.0,18900.0,397400.0,
28,"['air', 'force', '1']",Air Force 1 '07 LV8 'College Pack - Midnight Navy',False,1093734,DQ7659 101,air-force-1-07-lv8-college-pack-midnight-navy-dq7659-101,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/081/932/635/original/1093734_00.png.png,sneakers,,,13000.0,750b366c-9b00-483a-915e-966409ba623e,,,new_no_defects,9400,12700,41900,14300,7700,74600,65300,12900,289000,8700,1256000,12509700,0,,,,,,,,,,,,,10900.0,1740300.0,103200.0,57400.0,16721100.0,89700.0,17500.0,17600.0,12300.0,18900.0,397400.0,under_retail
29,"['air', 'force', '1']",Air Force 1 '07 'White Dark Beetroot',False,1084822,DH7561 106,air-force-1-07-white-dark-beetroot-dh7561-106,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/275/828/original/1084822_00.png.png,sneakers,20221108.0,2022.0,11000.0,01b6795b-6bca-4fb2-baa7-eea911e933ce,,,new_no_defects,9800,13200,43700,14900,8000,77800,68100,13500,301300,9100,1309400,13042100,0,15400.0,23400.0,12600.0,2057600.0,20494600.0,14200.0,21200.0,20800.0,473500.0,68600.0,107000.0,122300.0,9200.0,1472600.0,87300.0,48600.0,14148600.0,75900.0,14800.0,14900.0,10400.0,16000.0,336200.0,under_retail
30,"['air', 'force', '1']",Air Force 1 Low 'Valentine's Day 2021',False,713251,DD7117 100,air-force-1-low-valentine-s-day-dd7117-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/050/505/836/original/713251_00.png.png,sneakers,20210206.0,2021.0,11000.0,b07157fc-1a85-457f-8b07-2f9cc273efdd,,,new_no_defects,21000,28300,93500,31900,17100,166700,145900,28800,645600,19400,2805800,27947200,0,,,,,,,,,,,,,9200.0,1472600.0,87300.0,48600.0,14148600.0,75900.0,14800.0,14900.0,10400.0,16000.0,336200.0,
31,"['air', 'force', '1']",Air Force 1 High '07 LV8 'Sail Medium Grey',False,957448,DM0209 100,air-force-1-high-07-lv8-sail-medium-grey-dm0209-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/074/369/296/original/957448_00.png.png,sneakers,20220706.0,2022.0,13500.0,fbe730c2-6d1b-4b0f-92c4-70f6fec6f6be,,,new_no_defects,6000,8100,26700,9100,4900,47700,41800,8200,185000,5600,799800,7987400,0,,,,,,,,,,,,,11300.0,1807200.0,107200.0,59600.0,17364200.0,93200.0,18200.0,18200.0,12800.0,19600.0,412600.0,under_retail
32,"['air', 'force', '1']","Air Force 1 '07 LV8 'Timeless Classic, Keep Em Fresh'",False,794241,DJ4630 100,air-force-1-07-lv8-timeless-classic-keep-em-fresh-dj4630-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/058/738/408/original/794241_00.png.png,sneakers,20210512.0,2021.0,13000.0,4a92e752-3762-4840-8209-1569fcd6761c,,,new_no_defects,15700,21200,69900,23800,12800,124600,109100,21600,482700,14500,2097700,20893900,0,,,,,,,,,,,,,10900.0,1740300.0,103200.0,57400.0,16721100.0,89700.0,17500.0,17600.0,12300.0,18900.0,397400.0,
33,"['air', 'force', '1']",Air Force 1 '07 'Panda',False,1116501,DV0788 001,air-force-1-07-panda-dv0788-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/409/631/original/1116501_00.png.png,sneakers,,,0.0,07adb2f9-e77b-4ccf-984a-08e4a8123f78,,,new_no_defects,9300,12600,41400,14100,7600,73900,64600,12800,286000,8600,1242600,12377600,0,10200.0,15500.0,8400.0,1362900.0,13575400.0,9400.0,14000.0,13800.0,313600.0,45500.0,70900.0,81000.0,,,,,,,,,,,,
34,"['air', 'force', '1']",Air Force 1 '07 'Black Gum',False,1014138,DZ4404 001,air-force-1-07-black-gum-dz4404-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/085/275/original/1014138_00.png.png,sneakers,20220801.0,2022.0,11000.0,bf6b225b-5bdc-4070-a2ab-e6df36faf530,,,new_no_defects,7700,10400,34300,11700,6300,61200,53500,10600,236800,7100,1028800,10247300,0,11300.0,17200.0,9200.0,1509800.0,15038300.0,10400.0,15500.0,15300.0,347400.0,50400.0,78500.0,89700.0,9400.0,1526600.0,87300.0,50400.0,14622500.0,77400.0,15100.0,15400.0,10600.0,16900.0,341900.0,under_retail
35,"['air', 'force', '1']",Air Force 1 Low 'Purple Skeleton',False,825346,CU8067 500,air-force-1-low-purple-skeleton-cu8067-500,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/070/225/232/original/825346_00.png.png,sneakers,20220401.0,2022.0,13000.0,669e10f5-d8ab-424d-af86-a8ea6a188f6d,,,new_no_defects,9400,12700,41900,14300,7700,74600,65300,12900,289000,8700,1256000,12509700,0,18900.0,28700.0,15400.0,2525300.0,25152500.0,17400.0,26000.0,25500.0,581100.0,84200.0,131300.0,150000.0,10900.0,1740300.0,103200.0,57400.0,16721100.0,89700.0,17500.0,17600.0,12300.0,18900.0,397400.0,under_retail
36,"['air', 'force', '1']",Wmns Air Force 1 LXX 'White University Blue',False,1070201,DX1193 100,wmns-air-force-1-lxx-white-university-blue-dx1193-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/082/754/016/original/1070201_00.png.png,sneakers,20221220.0,2022.0,14000.0,bdf1138b-cf6e-46de-ba2e-8697b0fbaf5a,,,new_no_defects,8000,10800,35700,12200,6600,63500,55600,11000,246000,7400,1068900,10646600,0,13500.0,20500.0,11000.0,1803800.0,17966100.0,12500.0,18600.0,18200.0,415100.0,60100.0,93800.0,107200.0,11600.0,1860100.0,111000.0,63500.0,18435500.0,97400.0,19000.0,19400.0,13200.0,21100.0,432100.0,under_retail
