,matched_terms,value,is_slotted,data.id,data.sku,data.slug,data.color,data.category,data.image_url,data.product_type,data.release_date,data.release_date_year,data.retail_price_cents,data.variation_id,data.used_image_url,data.cheapest_product,data.product_condition,data.lowest_price_cents,data.lowest_price_cents_sgd,data.lowest_price_cents_myr,data.lowest_price_cents_aud,data.lowest_price_cents_gbp,data.lowest_price_cents_hkd,data.lowest_price_cents_cny,data.lowest_price_cents_cad,data.lowest_price_cents_twd,data.lowest_price_cents_eur,data.lowest_price_cents_jpy,data.lowest_price_cents_krw,data.count_for_product_condition,data.instant_ship_lowest_price_cents,data.instant_ship_lowest_price_cents_aud,data.instant_ship_lowest_price_cents_gbp,data.instant_ship_lowest_price_cents_jpy,data.instant_ship_lowest_price_cents_krw,data.instant_ship_lowest_price_cents_eur,data.instant_ship_lowest_price_cents_cad,data.instant_ship_lowest_price_cents_sgd,data.instant_ship_lowest_price_cents_twd,data.instant_ship_lowest_price_cents_myr,data.instant_ship_lowest_price_cents_cny,data.instant_ship_lowest_price_cents_hkd,data.retail_price_cents_gbp,data.retail_price_cents_jpy,data.retail_price_cents_hkd,data.retail_price_cents_myr,data.retail_price_cents_krw,data.retail_price_cents_cny,data.retail_price_cents_sgd,data.retail_price_cents_cad,data.retail_price_cents_eur,data.retail_price_cents_aud,data.retail_price_cents_twd,data.discount_tag
91,"['air', 'force', '1']",Wmns Air Force 1 '07 'Pink Paisley',False,1131660,FD1448 664,wmns-air-force-1-07-pink-paisley-fd1448-664,pink,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/086/271/045/original/1131660_00.png.png,sneakers,20230207.0,2023.0,11000.0,b30f159c-7ea7-46c7-9610-c05ad0ed8c58,,,new_no_defects,9200,12400,41000,14000,7500,73100,64000,12700,282900,8500,1229200,12243600,0,10800.0,16400.0,8800.0,1443000.0,14372900.0,10000.0,14900.0,14600.0,332100.0,48100.0,75100.0,85800.0,9100.0,1461500.0,87300.0,49900.0,14485000.0,76500.0,14900.0,15200.0,10400.0,16600.0,339500.0,under_retail
92,"['air', 'force', '1']",Wmns Air Force 1 Shadow 'Triple White',False,549129,CI0919 100,wmns-air-force-1-shadow-white-ci0919-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/083/103/767/original/549129_00.png.png,sneakers,20191003.0,2019.0,11000.0,14fc4967-3cb1-487b-a6b9-7c8762acdd2d,,,new_no_defects,8300,11200,37000,12600,6800,65900,57700,11400,255200,7700,1109000,11046700,0,13000.0,19700.0,10600.0,1737000.0,17302000.0,12000.0,17900.0,17500.0,399700.0,57900.0,90400.0,103200.0,9200.0,1472600.0,87300.0,48600.0,14148600.0,75900.0,14800.0,14900.0,10400.0,16000.0,336200.0,under_retail
93,"['air', 'force', '1']",Air Force 1 '07 'Patched Up - Los Angeles',False,1039285,DX2304 400,air-force-1-07-los-angeles-patched-up-dx2304-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/499/883/original/1039285_00.png.png,sneakers,20220915.0,2022.0,15000.0,c0f77efc-4bcb-4b6c-a02b-ac8d963510e1,,,new_no_defects,11200,15100,49900,17000,9200,88900,77800,15400,344400,10300,1496500,14905200,0,,,,,,,,,,,,,12600.0,2036200.0,118900.0,67200.0,19659000.0,104000.0,20300.0,20400.0,14200.0,22000.0,460900.0,under_retail
94,"['air', 'force', '1']",Air Force 1 '07 LV8 'Dark Sulphur Tie-Dye',False,767810,CZ0337 700,air-force-1-07-lv8-dark-sulphur-tie-dye-cz0337-700,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/054/538/218/original/767810_00.png,sneakers,20210501.0,2021.0,11000.0,716f2f74-5ec3-4b0a-aa5f-598af36eb354,,,new_no_defects,8200,11100,36600,12500,6700,65100,57000,11300,252100,7600,1095600,10912800,0,,,,,,,,,,,,,9200.0,1472600.0,87300.0,48600.0,14148600.0,75900.0,14800.0,14900.0,10400.0,16000.0,336200.0,under_retail
95,"['air', 'force', '1']",Air Force 1 Low '07 Leather 'Blue Void',False,483204,AJ7280 400,air-force-1-low-07-leather-blue-void-aj7280-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/017/466/359/original/AJ7280_400.png.png,sneakers,,,9000.0,fa4107ea-013f-46c0-b141-7d946c55e182,,,new_no_defects,24900,33500,110900,37800,20300,197700,173000,34200,765500,22900,3326900,33140000,0,,,,,,,,,,,,,7500.0,1204800.0,71500.0,39700.0,11576200.0,62100.0,12100.0,12200.0,8500.0,13100.0,275100.0,
96,"['air', 'force', '1']",Air Force 1 Crater Next Nature 'Black Off Noir Speckled',False,942102,DH8083 001,air-force-1-crater-next-nature-black-off-noir-speckled-dh8083-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/076/744/968/original/942102_00.png.png,sneakers,20220511.0,2022.0,12000.0,79c09eee-1902-486f-904b-56b21fc4f04b,,,new_no_defects,11000,14900,49000,16700,9000,87300,76500,15100,338200,10200,1469700,14639000,0,,,,,,,,,,,,,10000.0,1606400.0,95300.0,53000.0,15434900.0,82800.0,16200.0,16200.0,11400.0,17500.0,366800.0,under_retail
97,"['air', 'force', '1']",Air Force 1 Low '07 Premium 'Preservation of History',False,1108537,FB4957 111,air-force-1-low-07-premium-preservation-of-history-fb4957-111,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/082/609/366/original/FB4957_111.png.png,sneakers,,,0.0,d34376b1-444b-4c94-9b62-cb1a9bed7a7b,,,new_no_defects,12200,16500,54400,18500,10000,96900,84800,16800,375100,11300,1630100,16236000,0,,,,,,,,,,,,,,,,,,,,,,,,
98,"['air', 'force', '1']",Air Force 1 React 'Black White',False,1031778,DM0573 002,air-force-1-react-black-white-dm0573-002,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/245/338/original/1031778_00.png.png,sneakers,20220812.0,2022.0,13000.0,7b394d26-af80-43df-8946-86aa33506a28,,,new_no_defects,11900,16100,53000,18100,9700,94500,82700,16400,365900,11000,1590000,15836800,0,14600.0,22200.0,11900.0,1950700.0,19430000.0,13500.0,20100.0,19700.0,448900.0,65000.0,101500.0,115900.0,10900.0,1740300.0,103200.0,57400.0,16721100.0,89700.0,17500.0,17600.0,12300.0,18900.0,397400.0,under_retail
99,"['air', 'force', '1']",Air Force 1 GS 'White Game Royal Gum',False,1075626,DX5805 179,air-force-1-gs-white-game-royal-gum-dx5805-179,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/086/045/720/original/1075626_00.png.png,sneakers,20221026.0,2022.0,9000.0,ad6bcd85-12a7-40f0-a764-d32e0180df94,,,new_no_defects,5200,7000,23200,7900,4300,41300,36200,7200,159900,4800,694800,6920800,0,,,,,,,,,,,,,7500.0,1221500.0,71500.0,40900.0,11847400.0,62600.0,12300.0,12500.0,8500.0,13700.0,276600.0,under_retail
100,"['air', 'force', '1']",Air Force 1 Mid '07 LX 'Izakaya',False,952735,DX2938 200,air-force-1-mid-timeline-dx2938-200,tan,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/077/642/776/original/952735_00.png.png,sneakers,20220907.0,2022.0,14000.0,edd5adab-5825-4fd5-a3da-bed9f361465f,,,new_no_defects,8800,11900,39200,13400,7200,69900,61200,12100,270600,8100,1175800,11711200,0,,,,,,,,,,,,,11700.0,1874200.0,111200.0,61800.0,18007300.0,96600.0,18900.0,18900.0,13200.0,20400.0,427900.0,under_retail
101,"['air', 'force', '1']",Wmns Air Force 1 Shadow 'Infinite Lilac',False,764484,CU8591 103,wmns-air-force-1-shadow-infinite-lilac-cu8591-103,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/054/264/457/original/764484_00.png.png,sneakers,20210510.0,2021.0,11000.0,3d7177a5-69b2-47ef-8548-e945a65d038b,,,new_no_defects,9500,12800,42300,14400,7800,75400,66000,13100,292100,8800,1269300,12642800,0,10300.0,15700.0,8400.0,1376200.0,13707500.0,9500.0,14200.0,13900.0,316700.0,45900.0,71600.0,81800.0,9200.0,1472600.0,87300.0,48600.0,14148600.0,75900.0,14800.0,14900.0,10400.0,16000.0,336200.0,under_retail
102,"['air', 'force', '1']",Air Force 1 Jewel 'Color of the Month - Safety Orange',False,1149174,FJ1044 800,air-force-1-jewel-color-of-the-month-safety-orange-fj1044-800,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/085/818/841/original/1149174_00.png.png,sneakers,20230302.0,2023.0,15000.0,2f818861-3643-4e1b-8755-72f282295cc8,,,new_no_defects,7300,9900,32500,11100,6000,58000,50800,10100,224500,6800,975400,9715000,0,15900.0,24100.0,13000.0,2124400.0,21160000.0,14700.0,21800.0,21500.0,488900.0,70800.0,110500.0,126200.0,12800.0,2065000.0,119100.0,68600.0,20090700.0,105700.0,20600.0,21000.0,14400.0,23100.0,467500.0,under_retail
103,"['air', 'force', '1']",Off-White x Air Force 1 Low '07 'MCA',False,519943,CI1173 400,off-white-x-mca-x-air-force-1-07-university-blue-ci1173-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/309/667/original/519943_00.png.png,sneakers,20190720.0,2019.0,15000.0,ac326b58-3c82-44ea-b6d5-118332cba6d4,,,new_no_defects,176900,237900,787500,268100,144000,1403900,1228800,242600,5438400,162700,23635400,235439900,17,385000.0,583400.0,313400.0,51439400.0,512404600.0,354100.0,527800.0,517700.0,11835900.0,1713900.0,2674400.0,3055400.0,12500.0,2008000.0,119100.0,66200.0,19293600.0,103500.0,20200.0,20300.0,14200.0,21800.0,458500.0,
104,"['air', 'force', '1']",Air Force 1 '07 LV8 'Reflective Swoosh - Cargo Khaki',False,1136251,DZ4514 300,air-force-1-07-lv8-reflective-swoosh-cargo-khaki-dz4514-300,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/708/937/original/DZ4514_300.png.png,sneakers,,,13000.0,4226c5c6-2d68-4d10-97b9-8e6bc0c79bc3,,,new_no_defects,17800,24000,79300,27000,14500,141300,123700,24500,547300,16400,2378300,23688600,0,24700.0,37500.0,20200.0,3300200.0,32871200.0,22800.0,33900.0,33300.0,759400.0,110000.0,171600.0,196100.0,10700.0,1745100.0,103200.0,58000.0,17171000.0,90300.0,17500.0,17800.0,12100.0,19700.0,401400.0,
105,"['air', 'force', '1']",Air Force 1 Mid 'Iridescent' iD,False,28821,779425 9XX,airforce-1-nike-id-iridescent,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/131/350/original/779425_991.png,sneakers,,,0.0,3e802ba3-aede-4082-8eb2-ced5e7d60e9f,,,new_no_defects,178500,240000,794600,270500,145300,1416600,1240000,244700,5487600,164200,23849200,237569400,0,,,,,,,,,,,,,,,,,,,,,,,,
106,"['air', 'force', '1']",G-Dragon x Air Force 1 '07 'Para-Noise 2.0',False,672339,DD3223 100,g-dragon-x-air-force-1-07-para-noise-2-0-dd3223-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/046/197/358/original/672339_00.png.png,sneakers,20201125.0,2020.0,20000.0,634d8c71-59d6-4534-920c-23590690601c,,,new_no_defects,21500,29000,95800,32600,17500,170700,149400,29500,661000,19800,2872600,28614800,0,23200.0,35200.0,18900.0,3099800.0,30877400.0,21400.0,31900.0,31200.0,713300.0,103300.0,161200.0,184200.0,16700.0,2677400.0,158800.0,88300.0,25724700.0,138000.0,26900.0,27000.0,18900.0,29100.0,611300.0,
107,"['air', 'force', '1']",Air Force 1 '07 'Light Bordeaux',False,895929,DH7561 101,air-force-1-low-light-bordeaux-dh7561-101,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/072/760/399/original/895929_00.png.png,sneakers,20220518.0,2022.0,10000.0,38dd3bad-2002-4443-a354-f21db5b9744d,,,new_no_defects,6900,9300,30800,10500,5700,54800,48000,9500,212200,6400,921900,9182700,0,7500.0,11400.0,6200.0,1002100.0,9981200.0,6900.0,10300.0,10200.0,230600.0,33400.0,52100.0,59600.0,8400.0,1338700.0,79400.0,44200.0,12862400.0,69000.0,13500.0,13500.0,9500.0,14600.0,305700.0,under_retail
108,"['air', 'force', '1']",Air Force 1 GS 'White Black',False,745676,CT3839 100,air-force-1-gs-white-black-ct3839-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/053/315/806/original/745676_00.png.png,sneakers,20210114.0,2021.0,8000.0,45cac8af-e408-4105-a0f4-ae57e63389a9,https://image.goat.com/attachments/product_outer_pictures/images/054/099/611/square/temp1620045769.jpeg?1620045769,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/099/611/square/temp1620045769.jpeg?1620045769""}",new_no_defects,5700,7700,25400,8700,4700,45300,39600,7900,175300,5300,761600,7585700,5,6200.0,9400.0,5100.0,828400.0,8251100.0,5800.0,8500.0,8400.0,190700.0,27600.0,43100.0,49300.0,6700.0,1071000.0,63500.0,35300.0,10289900.0,55200.0,10800.0,10800.0,7600.0,11700.0,244500.0,under_retail
109,"['air', 'force', '1']",Wmns Air Force 1 '07 LX 'Lucky Charms',False,836186,DD1525 100,wmns-air-force-1-07-lx-lucky-charms-dd1525-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/062/897/548/original/836186_00.png.png,sneakers,20211111.0,2021.0,13000.0,1335ef90-2455-47bb-9781-bd48f6f76b08,,,new_no_defects,15000,20300,66800,22800,12300,119100,104200,20600,461200,13800,2004200,19962300,0,23700.0,36000.0,19300.0,3166600.0,31540400.0,21800.0,32500.0,32000.0,728600.0,105500.0,164700.0,188100.0,10700.0,1728000.0,103200.0,58100.0,17031900.0,90500.0,17500.0,18000.0,12200.0,19800.0,399400.0,
110,"['air', 'force', '1']",Wmns Air Force 1 LXX 'Vachetta Tan',False,1070197,DX1193 200,wmns-air-force-1-lxx-vachetta-tan-dx1193-200,tan,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/081/085/916/original/1070197_00.png.png,sneakers,20221214.0,2022.0,14000.0,c3bc0bbf-d1e7-4f2f-a578-c2ac8c2a8b02,,,new_no_defects,11000,14900,49000,16700,9000,87300,76500,15100,338200,10200,1469700,14639000,0,13900.0,21100.0,11400.0,1857200.0,18498400.0,12800.0,19100.0,18800.0,427400.0,61900.0,96600.0,110400.0,11700.0,1900100.0,111100.0,63600.0,18429300.0,97300.0,19100.0,19400.0,13200.0,21200.0,430200.0,under_retail
111,"['air', 'force', '1']",Wmns Air Force 1 '07 SE 'Sanddrift Sherpa',False,1070204,DQ7583 001,wmns-air-force-1-07-se-sanddrift-sherpa-dq7583-001,brown,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/081/757/563/original/1070204_00.png.png,sneakers,,,12000.0,688c78b2-7b1a-44d5-95a8-d6d99690e82d,,,new_no_defects,8100,11000,36100,12300,6600,64300,56300,11200,249100,7500,1082300,10779700,0,,,,,,,,,,,,,10000.0,1606400.0,95300.0,53000.0,15434900.0,82800.0,16200.0,16200.0,11400.0,17500.0,366800.0,under_retail
112,"['air', 'force', '1']",Air Force 1 Low GS 'All-Star 2023',False,1112090,DZ4883 100,air-force-1-low-gs-all-star-2023-dz4883-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/082/920/129/original/DZ4883_100.png.png,sneakers,20230217.0,2023.0,9500.0,48977609-baeb-44be-b765-23b8d63856ad,,,new_no_defects,7300,9900,32500,11100,6000,58000,50800,10100,224500,6800,975400,9715000,0,,,,,,,,,,,,,8000.0,1304800.0,75400.0,43000.0,12445100.0,66400.0,13000.0,13100.0,9100.0,14200.0,293100.0,under_retail
113,"['air', 'force', '1']",Air Force 1 '07 'LA Flea',False,935860,DV2215 100,air-force-1-low-gs-40th-anniversary-los-angeles-dv2215-100,cream,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/075/775/028/original/935860_00.png.png,sneakers,20220716.0,2022.0,14000.0,951e0126-26e6-40f2-b055-da3732f2886d,,,new_no_defects,9800,13200,43700,14900,8000,77800,68100,13500,301300,9100,1309400,13042100,0,,,,,,,,,,,,,11700.0,1874200.0,111200.0,61800.0,18007300.0,96600.0,18900.0,18900.0,13200.0,20400.0,427900.0,under_retail
114,"['air', 'force', '1']",Air Force 1 '07 'Wolf Grey Kumquat',False,1017836,DR0155 001,air-force-1-07-wolf-grey-kumquat-dr0155-001,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/243/095/original/1017836_00.png.png,sneakers,20220621.0,2022.0,0.0,42f2e3a7-e2b9-453c-8d48-6b8d6135dbd7,,,new_no_defects,21000,28300,93500,31900,17100,166700,145900,28800,645600,19400,2805800,27947200,0,,,,,,,,,,,,,,,,,,,,,,,,
115,"['air', 'force', '1']",Air Force 1 '07 LV8 'Reflective Swoosh - White Dark Marina Blue',False,1111572,FB8971 100,air-force-1-07-lv8-reflective-swoosh-white-dark-marina-blue-fb8971-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/409/652/original/1111572_00.png.png,sneakers,20221118.0,2022.0,13000.0,b25cd7d0-6a4f-43a6-9f5c-d4357957cd27,,,new_no_defects,13100,17700,58400,19900,10700,104000,91000,18000,402800,12100,1750300,17433800,0,,,,,,,,,,,,,11000.0,1760900.0,103200.0,57900.0,16946000.0,90200.0,17600.0,17700.0,12400.0,19200.0,399000.0,
116,"['air', 'force', '1']",Air Force 1 Low Supreme Sp 09 'Huarache',False,20037,354714 111,air-force-1-low-supreme-sp-09-huarache-354714-111,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/284/original/354714_111.png.png,sneakers,,,0.0,3f140cad-1f09-4f21-8cdc-537f53269009,https://image.goat.com/attachments/product_outer_pictures/images/074/869/102/square/temp1657254236.jpeg?1657254236,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/074/869/102/square/temp1657254236.jpeg?1657254236""}",used,7000,9500,31200,10700,5700,55600,48700,9600,215200,6500,935300,9316500,2,,,,,,,,,,,,,,,,,,,,,,,,
117,"['air', 'force', '1']",Air Force 1 '07 'White University Blue',False,1174801,DV0788 101,air-force-1-07-white-university-blue-dv0788-101,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/086/635/953/original/DV0788_101.png.png,sneakers,20230320.0,2023.0,11000.0,2bbe893f-4007-4046-bbfa-663c76ff09e9,,,new_no_defects,11400,15400,50800,17300,9300,90500,79200,15700,350500,10500,1523200,15172500,0,,,,,,,,,,,,,9100.0,1475400.0,87300.0,49200.0,14521800.0,76600.0,14800.0,15100.0,10300.0,16700.0,339900.0,
118,"['air', 'force', '1']",Air Force 1 Low Experimental 'Sail',False,725434,CV1754 100,air-force-1-low-experimental-sail-cv1754-100,cream,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/051/755/046/original/725434_00.png.png,sneakers,20210301.0,2021.0,11000.0,097c5b4f-2e11-48f9-a3e2-cbe924d9e5b3,,,new_no_defects,16500,22300,73500,25100,13500,131000,114700,22700,507300,15200,2204600,21958500,45,,,,,,,,,,,,,9300.0,1483000.0,87300.0,49900.0,14572000.0,76900.0,15100.0,15400.0,10600.0,16900.0,340500.0,
119,"['air', 'force', '1']",Air Force 1 '07 LV8 'Neptune Green Camo',False,1062031,DX3365 100,air-force-1-07-lv8-neptune-green-camo-dx3365-100,cream,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/840/937/original/1062031_00.png.png,sneakers,20221010.0,2022.0,13000.0,5f45634f-c878-46a3-9cbd-4cdc1e7773e5,,,new_no_defects,9500,12800,42300,14400,7800,75400,66000,13100,292100,8800,1269300,12642800,0,15700.0,23800.0,12800.0,2097700.0,20893900.0,14500.0,21600.0,21200.0,482700.0,69900.0,109100.0,124600.0,10900.0,1740300.0,103200.0,57400.0,16721100.0,89700.0,17500.0,17600.0,12300.0,18900.0,397400.0,under_retail
120,"['air', 'force', '1']",Supreme x Air Force 1 Low SP 'Wheat',False,848003,DN1555 200,supreme-x-air-force-1-low-sp-flax-dn1555-200,tan,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/063/207/031/original/848003_00.png.png,sneakers,20211105.0,2021.0,15000.0,2d555a0d-e8ff-4c86-9d59-bf3da65bba9d,,,new_no_defects,18000,24300,80200,27300,14700,142900,125100,24700,553400,16600,2405000,23954800,0,21000.0,31900.0,17100.0,2805800.0,27947200.0,19400.0,28800.0,28300.0,645600.0,93500.0,145900.0,166700.0,12500.0,2008000.0,119100.0,66200.0,19293600.0,103500.0,20200.0,20300.0,14200.0,21800.0,458500.0,
121,"['air', 'force', '1']",Air Force 1 Low '07 PRM 'Just Do It',False,384315,AR7719 100,air-force-1-high-just-do-it-ar7719-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/010/990/original/384315_00.png.png,sneakers,20180628.0,2018.0,13000.0,10c153b8-e420-49fa-a5af-3d87cdde89aa,,,new_no_defects,35000,47100,155800,53100,28500,277800,243200,48000,1076000,32200,4676400,46582300,4,,,,,,,,,,,,,10900.0,1740300.0,103200.0,57400.0,16721100.0,89700.0,17500.0,17600.0,12300.0,18900.0,397400.0,
122,"['air', 'force', '1']",Wmns Air Force 1 '07 SE Jacquard 'Floral Embroidery',False,1046921,DR6402 900,wmns-air-force-1-07-se-jacquard-floral-embroidery-dr6402-900,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/577/307/original/1046921_00.png.png,sneakers,,,0.0,ebda01a2-aa72-4ed9-863f-6dfc1b1cdf46,,,new_no_defects,7700,10400,34300,11700,6300,61200,53500,10600,236800,7100,1028800,10247300,0,,,,,,,,,,,,,,,,,,,,,,,,
123,"['air', 'force', '1']",Space Jam x Air Force 1 '07 Low 'Hare',False,784793,DJ7998 100,space-jam-x-air-force-1-07-low-hare-dj7998-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/056/615/310/original/784793_00.png.png,sneakers,20210716.0,2021.0,12000.0,acccabf2-27e1-443b-adcc-95b58adfdc54,,,new_no_defects,18500,25000,82400,28100,15100,146900,128600,25400,568800,17100,2471800,24620200,0,22900.0,34800.0,18700.0,3059700.0,30475800.0,21100.0,31400.0,30900.0,704100.0,102000.0,159100.0,181800.0,10000.0,1606400.0,95300.0,53000.0,15434900.0,82800.0,16200.0,16200.0,11400.0,17500.0,366800.0,
124,"['air', 'force', '1']",Air Force 1 Low 'Color of the Month - White Chocolate',False,1026529,DM0576 100,air-force-1-low-retro-color-of-the-month-chocolate-dm0576-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/077/866/031/original/1026529_00.png.png,sneakers,20220901.0,2022.0,15000.0,33e28712-ee4b-4296-91a6-23afb8a248f2,,,new_no_defects,9000,12100,40100,13700,7400,71500,62600,12400,276700,8300,1202500,11978300,0,13000.0,19700.0,10600.0,1737000.0,17302000.0,12000.0,17900.0,17500.0,399700.0,57900.0,90400.0,103200.0,12500.0,2008000.0,119100.0,66200.0,19293600.0,103500.0,20200.0,20300.0,14200.0,21800.0,458500.0,under_retail
125,"['air', 'force', '1']",Air Force 1 '07 LX 'Team Gold',False,1179845,DV7186 700,air-force-1-07-lx-team-gold-dv7186-700,brown,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/086/913/489/original/DV7186_700.png.png,sneakers,,,13000.0,e740014d-eb5d-4358-a8ff-5a9bd5fd2daa,,,new_no_defects,11000,14900,49000,16700,9000,87300,76500,15100,338200,10200,1469700,14639000,0,,,,,,,,,,,,,10600.0,1730800.0,103200.0,58000.0,17224300.0,90500.0,17500.0,17700.0,12000.0,19500.0,400500.0,under_retail
126,"['air', 'force', '1']",Wmns Air Force 1 Shadow 'White Atmosphere Mint',False,920816,CI0919 117,wmns-air-force-1-shadow-white-atmosphere-mint-ci0919-117,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/072/573/538/original/920816_00.png.png,sneakers,20220505.0,2022.0,0.0,40a66e24-1d48-44b4-9131-030cde0e8dde,,,new_no_defects,9400,12700,41900,14300,7700,74600,65300,12900,289000,8700,1256000,12509700,0,,,,,,,,,,,,,,,,,,,,,,,,
127,"['air', 'force', '1']",Air Force 1 '07 'White Light Menta',False,1108366,DH7561 107,air-force-1-07-white-light-menta-dh7561-107,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/085/116/956/original/1108366_00.png.png,sneakers,20221221.0,2022.0,11000.0,2494dee9-1cff-41af-82f1-6daada920867,,,new_no_defects,10000,13500,44600,15200,8200,79400,69500,13800,307500,9200,1336100,13308200,0,,,,,,,,,,,,,9100.0,1471900.0,87300.0,49800.0,14496600.0,76600.0,14900.0,15300.0,10400.0,16700.0,339200.0,under_retail
128,"['air', 'force', '1']",Air Force 1 Low 'Color of the Month - White University Red',False,1013611,DJ3911 102,air-force-1-low-retro-color-of-the-month-university-red-dj3911-102,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/076/803/631/original/1013611_00.png.png,sneakers,20220811.0,2022.0,15000.0,3728b011-bc83-4cc2-9b3e-b40e9aff316b,,,new_no_defects,8600,11600,38300,13100,7000,68300,59800,11800,264400,8000,1149100,11446000,0,12400.0,18800.0,10100.0,1656800.0,16503500.0,11500.0,17000.0,16700.0,381300.0,55200.0,86200.0,98500.0,12500.0,2008000.0,119100.0,66200.0,19293600.0,103500.0,20200.0,20300.0,14200.0,21800.0,458500.0,under_retail
129,"['air', 'force', '1']",Wmns Air Force 1 '07 'Rush Orange Paisley',False,943755,DJ9942 102,wmns-air-force-1-07-rush-orange-paisley-dj9942-102,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/075/054/246/original/943755_00.png.png,sneakers,20220325.0,2022.0,11000.0,eaf924bd-8dea-4a24-9300-fd2cd7567410,,,new_no_defects,6800,9200,30300,10400,5600,54000,47300,9400,209100,6300,908600,9049600,0,11300.0,17200.0,9200.0,1509800.0,15038300.0,10400.0,15500.0,15300.0,347400.0,50400.0,78500.0,89700.0,9200.0,1472600.0,87300.0,48600.0,14148600.0,75900.0,14800.0,14900.0,10400.0,16000.0,336200.0,under_retail
130,"['air', 'force', '1']",Air Force 1 '07 Premium 'Happy Pineapple',False,801811,CZ1631 100,air-force-1-07-premium-happy-pineapple-cz1631-100,cream,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/058/336/131/original/801811_00.png.png,sneakers,20210728.0,2021.0,13000.0,4436cffc-565d-4f25-8b86-c758d65e1772,,,new_no_defects,10000,13500,44600,15200,8200,79400,69500,13800,307500,9200,1336100,13308200,0,,,,,,,,,,,,,10900.0,1740300.0,103200.0,57400.0,16721100.0,89700.0,17500.0,17600.0,12300.0,18900.0,397400.0,under_retail
131,"['air', 'force', '1']",Wmns Air Force 1 '07 Essential 'Barely Paisley',False,1012249,DJ9942 101,wmns-air-force-1-07-essential-barely-paisley-dj9942-101,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/054/500/original/1012249_00.png.png,sneakers,20220425.0,2022.0,10000.0,d74cde30-e8a8-48d1-b28d-568f4f7ff4bb,,,new_no_defects,7600,10300,33900,11600,6200,60400,52800,10500,233700,7000,1015500,10115000,0,13000.0,19700.0,10600.0,1737000.0,17302000.0,12000.0,17900.0,17500.0,399700.0,57900.0,90400.0,103200.0,8400.0,1338700.0,79400.0,44200.0,12862400.0,69000.0,13500.0,13500.0,9500.0,14600.0,305700.0,under_retail
