,matched_terms,value,is_slotted,data.id,data.sku,data.slug,data.color,data.category,data.image_url,data.product_type,data.release_date,data.release_date_year,data.retail_price_cents,data.retail_price_cents_cny,data.retail_price_cents_krw,data.retail_price_cents_cad,data.retail_price_cents_myr,data.retail_price_cents_eur,data.retail_price_cents_twd,data.retail_price_cents_gbp,data.retail_price_cents_jpy,data.retail_price_cents_aud,data.retail_price_cents_sgd,data.retail_price_cents_hkd,data.variation_id,data.product_condition,data.lowest_price_cents,data.lowest_price_cents_jpy,data.lowest_price_cents_krw,data.lowest_price_cents_twd,data.lowest_price_cents_cad,data.lowest_price_cents_gbp,data.lowest_price_cents_eur,data.lowest_price_cents_myr,data.lowest_price_cents_aud,data.lowest_price_cents_sgd,data.lowest_price_cents_cny,data.lowest_price_cents_hkd,data.count_for_product_condition,data.instant_ship_lowest_price_cents,data.instant_ship_lowest_price_cents_sgd,data.instant_ship_lowest_price_cents_eur,data.instant_ship_lowest_price_cents_myr,data.instant_ship_lowest_price_cents_jpy,data.instant_ship_lowest_price_cents_cny,data.instant_ship_lowest_price_cents_gbp,data.instant_ship_lowest_price_cents_twd,data.instant_ship_lowest_price_cents_hkd,data.instant_ship_lowest_price_cents_krw,data.instant_ship_lowest_price_cents_cad,data.instant_ship_lowest_price_cents_aud,data.discount_tag,data.used_image_url,data.cheapest_product,data.season
0,"['jordan', '4']",Air Jordan 4 Retro 'Military Black',False,895934,DH6927 111,air-jordan-4-retro-military-black-dh6927-111,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/071/333/263/original/895934_00.png.png,sneakers,20220521.0,2022.0,21000.0,144900.0,27011000.0,28400.0,92700.0,19800.0,641900.0,17500.0,2811200.0,30500.0,28300.0,166700.0,b617b584-0632-4e40-be04-50a7ce805166,new_no_defects,32600.0,4355700.0,43388100.0,1002300.0,44700.0,26600.0,30000.0,145200.0,49400.0,43900.0,226500.0,258800.0,0.0,70200.0,94400.0,64600.0,312500.0,9379400.0,487700.0,57200.0,2158200.0,557200.0,93430700.0,96300.0,106400.0,,,,
1,"['jordan', '4']",Air Jordan 4 Retro SE 'Craft',False,1037302,DV3742 021,air-jordan-4-retro-se-craft-dv3742-021,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/083/405/298/original/1037302_00.png.png,sneakers,20230211.0,2023.0,21000.0,147700.0,27914600.0,29000.0,94200.0,20200.0,651000.0,17800.0,2897600.0,31600.0,28700.0,166700.0,03a3453f-817b-4219-86af-51ab9620c826,new_no_defects,17100.0,2284800.0,22758800.0,525700.0,23500.0,14000.0,15800.0,76200.0,26000.0,23000.0,118800.0,135800.0,0.0,18800.0,25300.0,17300.0,83700.0,2511900.0,130600.0,15400.0,578000.0,149200.0,25021400.0,25800.0,28500.0,under_retail,,,
2,"['jordan', '4']",Wmns Air Jordan 4 Retro 'Seafoam',False,952731,AQ9129 103,wmns-air-jordan-4-retro-seafoam-aq9129-103,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/368/708/original/952731_00.png.png,sneakers,20230209.0,2023.0,20000.0,138900.0,26203100.0,27300.0,89700.0,18900.0,614500.0,16800.0,2711700.0,29400.0,27100.0,158700.0,4de87f2f-ac38-491a-8c93-283cdcb4bf21,new_no_defects,20600.0,2748900.0,27434100.0,633300.0,28200.0,16800.0,19100.0,91700.0,31300.0,27800.0,143200.0,163500.0,0.0,23900.0,32200.0,22200.0,106400.0,3189300.0,166100.0,19500.0,734800.0,189700.0,31828800.0,32700.0,36300.0,,,,
3,"['jordan', '4']",Air Jordan 4 Retro 'Midnight Navy',False,946189,DH6927 140,air-jordan-4-retro-midnight-navy-dh6927-140,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/713/580/original/946189_00.png.png,sneakers,20221029.0,2022.0,21000.0,144900.0,27011000.0,28400.0,92700.0,19800.0,641900.0,17500.0,2811200.0,30500.0,28300.0,166700.0,4a9e1a5f-d037-44b7-878b-eabd3ede6e89,new_no_defects,27400.0,3660900.0,36467300.0,842400.0,37600.0,22400.0,25200.0,122000.0,41600.0,36900.0,190400.0,217500.0,0.0,35700.0,48000.0,32900.0,159000.0,4769900.0,248000.0,29100.0,1097600.0,283400.0,47513900.0,49000.0,54100.0,,,,
4,"['jordan', '4']",Air Jordan 4 Retro SE 'Black Canvas',False,933532,DH7138 006,air-jordan-4-retro-black-canvas-dh7138-006,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/407/687/original/933532_00.png.png,sneakers,20221005.0,2022.0,21000.0,144900.0,27011000.0,28400.0,92700.0,19800.0,641900.0,17500.0,2811200.0,30500.0,28300.0,166700.0,04003b72-726d-4431-8d50-a1fd40d95730,new_no_defects,28400.0,3794500.0,37798200.0,873100.0,39000.0,23200.0,26200.0,126500.0,43100.0,38200.0,197300.0,225400.0,0.0,32800.0,44100.0,30200.0,146100.0,4382400.0,227900.0,26700.0,1008400.0,260400.0,43654300.0,45000.0,49800.0,,,,
5,"['jordan', '4']",Air Jordan 4 Retro PS 'Military Black',False,940616,BQ7669 111,air-jordan-4-retro-ps-military-black-bq7669-111,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/074/423/162/original/940616_00.png.png,sneakers,20220521.0,2022.0,0.0,,,,,,,,,,,,edb17dd3-cea3-4eb0-b4ec-dd8066a8692b,new_no_defects,12100.0,1614700.0,16114200.0,372000.0,16600.0,9900.0,11300.0,53900.0,18400.0,16300.0,84100.0,96100.0,0.0,13100.0,17700.0,12200.0,58400.0,1748100.0,91100.0,10700.0,402800.0,104000.0,17446000.0,17900.0,19900.0,,,,
6,"['jordan', '4']",A Ma Maniére x Air Jordan 4 Retro 'Violet Ore',False,1015173,DV6773 220,a-ma-maniere-x-air-jordan-4-retro-violet-ore-dv6773-220,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/081/581/385/original/1015173_00.png.png,sneakers,20221117.0,2022.0,22500.0,155900.0,29196500.0,30500.0,100000.0,21300.0,690600.0,19000.0,3048500.0,33000.0,30400.0,178500.0,72ecec12-b449-4e4d-9c84-33f8ffd9ef08,new_no_defects,24900.0,3322700.0,33160600.0,765500.0,34000.0,20300.0,23100.0,110900.0,37800.0,33500.0,173100.0,197700.0,0.0,32300.0,43500.0,30000.0,143800.0,4310200.0,224500.0,26300.0,993000.0,256400.0,43015500.0,44100.0,49000.0,,,,
7,"['jordan', '4']",Air Jordan 4 Retro GS 'Midnight Navy',False,1069060,408452 140,air-jordan-4-retro-gs-midnight-navy-408452-140,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/197/233/original/1069060_00.png.png,sneakers,20221029.0,2022.0,16000.0,110400.0,20579800.0,21600.0,70600.0,15100.0,489000.0,13400.0,2141900.0,23300.0,21500.0,127000.0,bf736be3-402a-4b4d-a3d1-2683e61c777b,new_no_defects,15800.0,2111100.0,21028600.0,485800.0,21700.0,12900.0,14600.0,70400.0,24000.0,21300.0,109800.0,125400.0,0.0,20100.0,27100.0,18500.0,89500.0,2685600.0,139700.0,16400.0,618000.0,159600.0,26751600.0,27600.0,30500.0,under_retail,,,
8,"['jordan', '4']",Nike SB x Air Jordan 4 Retro SP 'Pine Green',False,1154359,DR5415 103,nike-sb-x-air-jordan-4-retro-pine-green-dr5415-103,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/086/042/495/original/1154359_00.png.png,sneakers,20230321.0,2023.0,22500.0,156500.0,29912100.0,30600.0,100100.0,20900.0,695200.0,18300.0,2982500.0,33900.0,30300.0,178600.0,4f0486e7-6b48-4f71-9b81-26e4e25b7090,new_no_defects,30700.0,4101800.0,40859300.0,943800.0,42100.0,25000.0,28300.0,136700.0,46600.0,41300.0,213300.0,243700.0,0.0,,,,,,,,,,,,,,,,
9,"['jordan', '4']",Air Jordan 4 Retro OG 'Fire Red' 2020,False,612313,DC7770 160,air-jordan-4-retro-og-fire-red-2020-dc7770-160,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/046/247/195/original/612313_00.png.png,sneakers,20201127.0,2020.0,20000.0,138000.0,25724700.0,27000.0,88300.0,18900.0,611300.0,16700.0,2677400.0,29100.0,26900.0,158800.0,627e8d5b-1571-4f41-9f33-564418eb01fd,new_no_defects,32700.0,4363600.0,43548200.0,1005300.0,44700.0,26700.0,30400.0,145600.0,49600.0,44000.0,227300.0,259600.0,101.0,,,,,,,,,,,,,,https://image.goat.com/attachments/product_outer_pictures/images/052/533/882/square/temp1617140966.jpeg?1617140966,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/052/533/882/square/temp1617140966.jpeg?1617140966""}",
10,"['jordan', '4']",Air Jordan 4 Retro 'Red Thunder',False,791362,CT8527 016,air-jordan-4-retro-red-thunder-ct8527-016,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/061/943/941/original/791362_00.png.png,sneakers,20220115.0,2022.0,19000.0,131100.0,24438500.0,25700.0,83800.0,18000.0,580700.0,15900.0,2543500.0,27600.0,25600.0,150800.0,a468f1bc-f3b5-4aa1-a4f8-fcd37e959957,new_no_defects,39300.0,5244300.0,52337800.0,1208200.0,53700.0,32000.0,36500.0,175000.0,59600.0,52900.0,273100.0,311900.0,0.0,46300.0,62300.0,43000.0,206200.0,6178300.0,321800.0,37700.0,1423400.0,367500.0,61660000.0,63300.0,70200.0,,,,
11,"['jordan', '4']",Air Jordan 4 Retro 'Thunder' 2023,False,1124754,DH6927 017,air-jordan-4-retro-thunder-2023-dh6927-017,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/086/042/594/original/1124754_00.png.png,sneakers,20230513.0,2023.0,21000.0,145900.0,27643900.0,29100.0,95300.0,19800.0,645300.0,17500.0,2850100.0,31800.0,28600.0,166700.0,f0c398bc-3f7f-46ec-a65a-06840434992c,new_no_defects,42500.0,5678400.0,56564200.0,1306600.0,58300.0,34600.0,39100.0,189200.0,64400.0,57200.0,295300.0,337300.0,0.0,46300.0,62300.0,42600.0,206200.0,6186100.0,321700.0,37700.0,1423400.0,367500.0,61621700.0,63500.0,70200.0,,,,
12,"['jordan', '4']",Air Jordan 4 Retro 'White Oreo',False,697107,CT8527 100,air-jordan-4-retro-oreo-ct8527-100,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/054/789/997/original/697107_00.png.png,sneakers,20210703.0,2021.0,19000.0,131100.0,24438500.0,25700.0,83800.0,18000.0,580700.0,15900.0,2543500.0,27600.0,25600.0,150800.0,270010d9-4b2a-4197-aa45-1bb19dfec054,new_no_defects,37000.0,4943600.0,49244100.0,1137500.0,50800.0,30200.0,34100.0,164800.0,56100.0,49800.0,257100.0,293700.0,0.0,57000.0,76700.0,52500.0,253800.0,7615700.0,396000.0,46400.0,1752400.0,452400.0,75862500.0,78200.0,86400.0,,,,
13,"['jordan', '4']",Air Jordan 4 Retro 'University Blue',False,631510,CT8527 400,air-jordan-4-retro-university-blue-ct8527-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/051/754/897/original/631510_00.png.png,sneakers,20210428.0,2021.0,19000.0,131100.0,24438500.0,25700.0,83800.0,18000.0,580700.0,15900.0,2543500.0,27600.0,25600.0,150800.0,1a7c225b-8096-48a1-9eca-8ea6efb7b3ab,new_no_defects,46000.0,6138300.0,61260500.0,1414200.0,62900.0,37500.0,42700.0,204800.0,69800.0,61900.0,319700.0,365100.0,101.0,55900.0,75200.0,51900.0,248900.0,7459400.0,388500.0,45500.0,1718500.0,443700.0,74444800.0,76400.0,84800.0,,https://image.goat.com/attachments/product_outer_pictures/images/053/993/473/square/temp1619818196.jpeg?1619818196,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/053/993/473/square/temp1619818196.jpeg?1619818196""}",
14,"['jordan', '4']",Air Jordan 4 Retro PS 'Midnight Navy',False,1069058,BQ7669 140,air-jordan-4-retro-ps-midnight-navy-bq7669-140,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/745/747/original/BQ7669_140.png.png,sneakers,20221029.0,2022.0,9000.0,61800.0,11216800.0,12200.0,39000.0,8400.0,275700.0,7400.0,1184400.0,13000.0,12100.0,71300.0,6f07025f-edbb-4584-880d-83fd5f3c6902,new_no_defects,8000.0,1067600.0,10654000.0,246000.0,11000.0,6600.0,7500.0,35700.0,12200.0,10800.0,55600.0,63500.0,0.0,10500.0,14200.0,9800.0,46800.0,1401200.0,73000.0,8600.0,322800.0,83400.0,13983400.0,14400.0,16000.0,under_retail,,,
15,"['jordan', '4']",Air Jordan 4 Retro 'Infrared',False,888097,DH6927 061,air-jordan-4-retro-infrared-dh6927-061,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/070/041/022/original/888097_00.png.png,sneakers,20220615.0,2022.0,19000.0,131100.0,24438500.0,25700.0,83800.0,18000.0,580700.0,15900.0,2543500.0,27600.0,25600.0,150800.0,6316bc94-7f08-4891-902f-41c82d316de8,new_no_defects,24200.0,3229300.0,32228400.0,744000.0,33100.0,19700.0,22500.0,107800.0,36700.0,32600.0,168200.0,192100.0,0.0,31500.0,42400.0,29200.0,140300.0,4203400.0,218900.0,25700.0,968400.0,250000.0,41950100.0,43100.0,47800.0,,,,
16,"['jordan', '4']",Air Jordan 4 Retro 'Black Cat' 2020,False,529535,CU1110 010,air-jordan-4-retro-black-cat-2020-cu1110-010,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/071/407/619/original/529535_00.png.png,sneakers,20200122.0,2020.0,19000.0,131100.0,24438500.0,25700.0,83800.0,18000.0,580700.0,15900.0,2543500.0,27600.0,25600.0,150800.0,41f5ef58-64d9-4f64-be87-9fa42c28f9a2,new_no_defects,95000.0,12692900.0,126437500.0,2920600.0,130300.0,77400.0,87400.0,422900.0,144000.0,127800.0,659900.0,754000.0,65.0,,,,,,,,,,,,,,https://image.goat.com/attachments/product_outer_pictures/images/054/012/171/square/temp1619852430.jpeg?1619852430,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/012/171/square/temp1619852430.jpeg?1619852430""}",
17,"['jordan', '4']",Air Jordan 4 Retro 'Lightning' 2021,False,704168,CT8527 700,air-jordan-4-retro-lightning-2021-ct8527-700,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/058/005/414/original/704168_00.png.png,sneakers,20210828.0,2021.0,22000.0,151800.0,28297200.0,29700.0,97100.0,20800.0,672400.0,18400.0,2945100.0,32000.0,29600.0,174600.0,ec1dcc8c-b34e-4a64-b463-d6959f26919f,new_no_defects,31800.0,4243500.0,42349700.0,977600.0,43500.0,25900.0,29500.0,141600.0,48200.0,42800.0,221000.0,252400.0,0.0,37800.0,50900.0,35100.0,168300.0,5044100.0,262700.0,30800.0,1162100.0,300000.0,50340200.0,51700.0,57300.0,,,,
18,"['jordan', '4']",Wmns Air Jordan 4 Retro 'Canyon Purple',False,944673,AQ9129 500,wmns-air-jordan-4-retro-canyon-purple-aq9129-500,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/077/642/835/original/944673_00.png.png,sneakers,20221015.0,2022.0,20000.0,138900.0,26201900.0,27300.0,89700.0,18900.0,614500.0,16800.0,2711700.0,29400.0,27100.0,158700.0,680c52e7-7d66-4e2f-b7de-7ac4891ba5a3,new_no_defects,15800.0,2111100.0,21028600.0,485800.0,21700.0,12900.0,14600.0,70400.0,24000.0,21300.0,109800.0,125400.0,0.0,17400.0,23400.0,16000.0,77500.0,2324800.0,120900.0,14200.0,535000.0,138100.0,23158100.0,23900.0,26400.0,under_retail,,,
19,"['jordan', '4']",Air Jordan 4 Retro OG 'Bred' 2019,False,461782,308497 060,air-jordan-4-retro-bred-2019-308497-060,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/306/456/original/461782_00.png.png,sneakers,20190504.0,2019.0,20000.0,138000.0,25724700.0,27000.0,88300.0,18900.0,611300.0,16700.0,2677400.0,29100.0,26900.0,158800.0,fabf4a5a-e3c2-4514-9fcc-0a356766f2e9,new_no_defects,46700.0,6239600.0,62154100.0,1435700.0,64100.0,38100.0,43000.0,207900.0,70800.0,62800.0,324400.0,370700.0,74.0,53400.0,71800.0,49200.0,237800.0,7134800.0,371000.0,43500.0,1641700.0,423800.0,71071200.0,73300.0,81000.0,,https://image.goat.com/attachments/product_outer_pictures/images/054/338/190/square/temp1620427862.jpeg?1620427862,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/338/190/square/temp1620427862.jpeg?1620427862""}",
20,"['jordan', '4']",Air Jordan 4 Retro GS 'Military Black',False,935565,408452 111,air-jordan-4-retro-gs-military-black-408452-111,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/071/929/452/original/935565_00.png.png,sneakers,20220521.0,2022.0,0.0,,,,,,,,,,,,93f2823e-7eb1-4cbc-a380-863dd04076ac,new_no_defects,21600.0,2882400.0,28765800.0,664100.0,29500.0,17600.0,20100.0,96200.0,32800.0,29100.0,150100.0,171500.0,0.0,24900.0,33500.0,23100.0,110900.0,3322700.0,173100.0,20300.0,765500.0,197700.0,33160600.0,34000.0,37800.0,,,,
21,"['jordan', '4']",Air Jordan 4 Retro SE GS 'Craft',False,1103562,DV2262 021,air-jordan-4-retro-se-gs-craft-dv2262-021,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/083/862/043/original/1103562_00.png.png,sneakers,20230211.0,2023.0,15000.0,104500.0,19846900.0,20900.0,68100.0,14200.0,464600.0,12500.0,1999500.0,22500.0,20400.0,119100.0,a8d163c5-38c7-440b-a775-04410a5e688f,new_no_defects,12800.0,1708100.0,17046400.0,393500.0,17500.0,10500.0,11900.0,57000.0,19400.0,17300.0,89000.0,101600.0,0.0,13800.0,18600.0,12800.0,61500.0,1841500.0,95900.0,11300.0,424300.0,109600.0,18378200.0,18900.0,21000.0,under_retail,,,
22,"['jordan', '4']",Off-White x Wmns Air Jordan 4 SP 'Sail',False,603678,CV9388 100,off-white-x-wmns-air-jordan-4-sp-sail-cv9388-100,tan,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/083/344/818/original/603678_00.png.png,sneakers,20200725.0,2020.0,20000.0,138000.0,25724700.0,27000.0,88300.0,18900.0,611300.0,16700.0,2677400.0,29100.0,26900.0,158800.0,c7e52f62-864d-4860-98ff-05b3fdf8fba7,new_no_defects,111000.0,14830600.0,147732300.0,3412500.0,152200.0,90400.0,102100.0,494200.0,168200.0,149300.0,771100.0,881000.0,101.0,165000.0,221900.0,151800.0,734500.0,22045500.0,1146200.0,134400.0,5072600.0,1309500.0,219602000.0,226200.0,250100.0,,https://image.goat.com/attachments/product_outer_pictures/images/054/009/538/square/temp1619842646.jpeg?1619842646,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/009/538/square/temp1619842646.jpeg?1619842646""}",
23,"['jordan', '4']",Air Jordan 4 Retro PS 'University Blue',False,748497,BQ7669 400,air-jordan-4-retro-ps-university-blue-bq7669-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/068/827/107/original/748497_00.png.png,sneakers,20210428.0,2021.0,8500.0,58700.0,10933000.0,11500.0,37500.0,8100.0,259800.0,7100.0,1137900.0,12400.0,11500.0,67500.0,1709479a-9c58-48cd-9488-777560de63f2,new_no_defects,11000.0,1467900.0,14649300.0,338200.0,15100.0,9000.0,10200.0,49000.0,16700.0,14800.0,76500.0,87300.0,101.0,13500.0,18200.0,12600.0,60100.0,1801500.0,93900.0,11000.0,415100.0,107200.0,17978700.0,18500.0,20500.0,,https://image.goat.com/attachments/product_outer_pictures/images/054/320/252/square/temp1620406394.jpeg?1620406394,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/320/252/square/temp1620406394.jpeg?1620406394""}",
24,"['jordan', '4']",Air Jordan 4 Retro 'Purple Metallic',False,553685,CT8527 115,air-jordan-4-retro-court-purple-ct8527-115,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/081/743/383/original/553685_00.png.png,sneakers,20200514.0,2020.0,19000.0,131100.0,24438500.0,25700.0,83800.0,18000.0,580700.0,15900.0,2543500.0,27600.0,25600.0,150800.0,d45e72e6-6707-4fcb-86c0-33763baba4e2,new_no_defects,55400.0,7402000.0,73733100.0,1703200.0,76000.0,45100.0,51000.0,246700.0,84000.0,74500.0,384900.0,439700.0,47.0,60300.0,81100.0,55500.0,268500.0,8056700.0,418900.0,49100.0,1853800.0,478600.0,80254600.0,82700.0,91400.0,,https://image.goat.com/attachments/product_outer_pictures/images/052/395/924/square/temp1616894670.jpeg?1616894670,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/052/395/924/square/temp1616894670.jpeg?1616894670""}",
25,"['jordan', '4']",Air Jordan 4 Retro GS 'Infrared',False,898577,408452 061,air-jordan-4-retro-gs-infrared-408452-061,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/073/151/637/original/408452_061.png.png,sneakers,20220615.0,2022.0,16000.0,110400.0,20579800.0,21600.0,70600.0,15100.0,489000.0,13400.0,2141900.0,23300.0,21500.0,127000.0,13f2a452-1ee4-4bd6-849c-66bc2dd5c803,new_no_defects,14700.0,1961600.0,19576800.0,452000.0,20100.0,12000.0,13700.0,65500.0,22300.0,19800.0,102200.0,116700.0,0.0,17900.0,24100.0,16600.0,79700.0,2388600.0,124400.0,14600.0,550300.0,142100.0,23838400.0,24500.0,27200.0,under_retail,,,
26,"['jordan', '4']",Air Jordan 4 Retro SE GS 'Black Canvas',False,1031852,DV0553 006,air-jordan-4-retro-se-gs-black-canvas-dv0553-006,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/077/966/898/original/1031852_00.png.png,sneakers,20221005.0,2022.0,16000.0,110400.0,20579800.0,21600.0,70600.0,15100.0,489000.0,13400.0,2141900.0,23300.0,21500.0,127000.0,49ee20d3-3b12-4c6f-b693-10a94bf6e415,new_no_defects,20400.0,2722200.0,27167700.0,627200.0,27900.0,16600.0,19000.0,90900.0,31000.0,27500.0,141800.0,161900.0,0.0,24300.0,32700.0,22600.0,108200.0,3242700.0,168900.0,19800.0,747100.0,192900.0,32361500.0,33200.0,36900.0,,,,
27,"['jordan', '4']",Air Jordan 4 Retro GS 'Messy Room',False,1056914,DR6952 400,air-jordan-4-retro-gs-messy-room-dr6952-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/081/485/204/original/1056914_00.png.png,sneakers,20230107.0,2023.0,15000.0,104200.0,19962300.0,20600.0,66800.0,13800.0,461200.0,12300.0,2004200.0,22800.0,20300.0,119100.0,46814801-c545-443c-8f18-a560292ecb69,new_no_defects,11800.0,1574600.0,15714700.0,362800.0,16200.0,9600.0,11000.0,52600.0,17900.0,15900.0,82000.0,93700.0,0.0,13200.0,17800.0,12300.0,58800.0,1761500.0,91800.0,10800.0,405800.0,104800.0,17579100.0,18100.0,20100.0,under_retail,,,
28,"['jordan', '4']",Air Jordan 4 Retro 'Motorsports',False,91773,308497 117,air-jordan-4-retro-motorsports-308497-117,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/008/655/025/original/91773_00.png.png,sneakers,20170325.0,2017.0,19000.0,131100.0,24438500.0,25700.0,83800.0,18000.0,580700.0,15900.0,2543500.0,27600.0,25600.0,150800.0,547449d5-77bb-4aed-b53d-e07ab1a5829b,new_no_defects,37000.0,4943600.0,49244100.0,1137500.0,50800.0,30200.0,34100.0,164800.0,56100.0,49800.0,257100.0,293700.0,0.0,40000.0,53800.0,36800.0,178100.0,5344400.0,277900.0,32600.0,1229800.0,317500.0,53236900.0,54900.0,60700.0,,,,
29,"['jordan', '4']",Air Jordan 4 Retro PS 'White Oreo',False,782544,BQ7669 100,air-jordan-4-retro-ps-white-oreo-bq7669-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/059/084/475/original/782544_00.png.png,sneakers,20210703.0,2021.0,8000.0,55200.0,10289900.0,10800.0,35300.0,7600.0,244500.0,6700.0,1071000.0,11700.0,10800.0,63500.0,24ff942f-304d-4bf7-ad2e-dabdf7439922,new_no_defects,17800.0,2378300.0,23690400.0,547300.0,24500.0,14500.0,16400.0,79300.0,27000.0,24000.0,123700.0,141300.0,0.0,29400.0,39600.0,27100.0,130900.0,3928100.0,204300.0,24000.0,903900.0,233400.0,39129100.0,40400.0,44600.0,,,,
30,"['jordan', '4']",Air Jordan 4 Retro GS 'University Blue',False,748494,408452 400,air-jordan-4-retro-gs-university-blue-408452-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/052/994/267/original/748494_00.png.png,sneakers,20210428.0,2021.0,15000.0,103500.0,19293600.0,20300.0,66200.0,14200.0,458500.0,12500.0,2008000.0,21800.0,20200.0,119100.0,41331b64-b781-43fd-98aa-2eae2e1fa061,new_no_defects,27300.0,3647600.0,36334200.0,839300.0,37500.0,22300.0,25200.0,121600.0,41400.0,36800.0,189700.0,216700.0,101.0,30100.0,40500.0,27700.0,134000.0,4021700.0,209100.0,24500.0,925400.0,238900.0,40060800.0,41300.0,45700.0,,https://image.goat.com/attachments/product_outer_pictures/images/054/386/770/square/temp1620530592.jpeg?1620530592,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/386/770/square/temp1620530592.jpeg?1620530592""}",
31,"['jordan', '4']",Air Jordan 4 Retro 'Taupe Haze',False,721864,DB0732 200,air-jordan-4-retro-taupe-haze-db0732-200,brown,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/049/864/223/original/721864_00.png.png,sneakers,20210227.0,2021.0,20000.0,138000.0,25724700.0,27000.0,88300.0,18900.0,611300.0,16700.0,2677400.0,29100.0,26900.0,158800.0,da50b510-eb11-4d6a-a8ea-943f8aa2aef0,new_no_defects,38600.0,5150900.0,51405600.0,1186700.0,52700.0,31500.0,35800.0,171900.0,58500.0,52000.0,268300.0,306400.0,101.0,55100.0,74200.0,51100.0,245300.0,7352600.0,382900.0,44900.0,1693900.0,437300.0,73379400.0,75300.0,83600.0,,https://image.goat.com/attachments/product_outer_pictures/images/053/286/983/square/temp1618525345.jpeg?1618525345,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/053/286/983/square/temp1618525345.jpeg?1618525345""}",
32,"['jordan', '4']",Air Jordan 4 Retro GS 'Black Cat' 2006,False,16472,308498 002,air-jordan-4-retro-gs-black-cat-308498-002,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/001/077/536/original/308498_002.png,sneakers,20060520.0,2006.0,0.0,,,,,,,,,,,,ddb6c1ea-4df3-4659-a56a-5781e58e21b8,used,47700.0,6365200.0,63524500.0,1466500.0,65200.0,38900.0,44300.0,212400.0,72300.0,64200.0,331500.0,378600.0,1.0,,,,,,,,,,,,,,https://image.goat.com/attachments/product_outer_pictures/images/077/127/105/square/temp1661212879.jpeg?1661212879,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/077/127/105/square/temp1661212879.jpeg?1661212879""}",
