,matched_terms,value,is_slotted,data.id,data.sku,data.slug,data.color,data.category,data.image_url,data.product_type,data.release_date,data.release_date_year,data.retail_price_cents,data.retail_price_cents_gbp,data.retail_price_cents_jpy,data.retail_price_cents_hkd,data.retail_price_cents_myr,data.retail_price_cents_krw,data.retail_price_cents_cny,data.retail_price_cents_sgd,data.retail_price_cents_cad,data.retail_price_cents_eur,data.retail_price_cents_aud,data.retail_price_cents_twd,data.variation_id,data.product_condition,data.lowest_price_cents,data.lowest_price_cents_sgd,data.lowest_price_cents_myr,data.lowest_price_cents_aud,data.lowest_price_cents_gbp,data.lowest_price_cents_hkd,data.lowest_price_cents_cny,data.lowest_price_cents_cad,data.lowest_price_cents_twd,data.lowest_price_cents_eur,data.lowest_price_cents_jpy,data.lowest_price_cents_krw,data.count_for_product_condition,data.instant_ship_lowest_price_cents,data.instant_ship_lowest_price_cents_aud,data.instant_ship_lowest_price_cents_gbp,data.instant_ship_lowest_price_cents_jpy,data.instant_ship_lowest_price_cents_krw,data.instant_ship_lowest_price_cents_eur,data.instant_ship_lowest_price_cents_cad,data.instant_ship_lowest_price_cents_sgd,data.instant_ship_lowest_price_cents_twd,data.instant_ship_lowest_price_cents_myr,data.instant_ship_lowest_price_cents_cny,data.instant_ship_lowest_price_cents_hkd,data.discount_tag,data.used_image_url,data.cheapest_product,data.season
0,"['jordan', '1']",Air Jordan 1 Retro High OG 'Chicago Lost & Found',False,920714,DZ5485 612,air-jordan-1-retro-high-og-dz5485-612,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/963/035/original/920714_00.png.png,sneakers,20221119.0,2022.0,18000.0,15200.0,2440500.0,142800.0,80700.0,23582800.0,125000.0,24400.0,24600.0,17000.0,26500.0,553100.0,7e849bc1-7ff0-4e4e-b8dd-22f465b10a96,new_no_defects,22900,30900,102000,34800,18700,181800,159100,31400,704100,21100,3059700,30475800,0,34300.0,52000.0,28000.0,4582800.0,45647100.0,31600.0,47100.0,46200.0,1054500.0,152700.0,238300.0,272300.0,,,,
1,"['jordan', '1']",Air Jordan 1 Mid SE GS 'White Ice Blue',False,1155000,DV1337 104,air-jordan-1-mid-se-gs-white-ice-blue-dv1337-104,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/086/271/155/original/1155000_00.png.png,sneakers,20230301.0,2023.0,12000.0,10000.0,1605700.0,95200.0,54300.0,15814500.0,83600.0,16300.0,16700.0,11300.0,18200.0,370000.0,3c67996e-e6c7-4964-b8ba-ede884d1c99d,new_no_defects,9900,13400,44100,15100,8100,78600,68800,13600,304400,9200,1322800,13176200,0,18900.0,28700.0,15400.0,2525300.0,25154500.0,17400.0,26000.0,25500.0,581100.0,84200.0,131300.0,150000.0,under_retail,,,
2,"['jordan', '1']",Air Jordan 1 Retro High OG 'Patent Bred',False,784379,555088 063,air-jordan-1-retro-high-og-patent-bred-555088-063,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/062/992/402/original/784379_00.png.png,sneakers,20211230.0,2021.0,17000.0,14200.0,2275800.0,135000.0,75000.0,21866000.0,117300.0,22900.0,23000.0,16100.0,24700.0,519600.0,4d344488-4e8f-46a7-baa3-01cd1281ee02,new_no_defects,20400,27500,90900,31000,16700,161900,141800,28000,627200,18800,2725700,27150800,0,24700.0,37500.0,20200.0,3300200.0,32873800.0,22800.0,33900.0,33300.0,759400.0,110000.0,171600.0,196100.0,,,,
3,"['jordan', '1']",Air Jordan 1 Retro High OG 'True Blue',False,1059448,DZ5485 410,air-jordan-1-retro-high-og-true-blue-dz5485-410,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/083/239/239/original/1059448_00.png.png,sneakers,20230114.0,2023.0,18000.0,15000.0,2409600.0,142900.0,79400.0,23152300.0,124200.0,24200.0,24300.0,17000.0,26200.0,550200.0,a5a57275-998c-48df-a98a-675cfcb39f1f,new_no_defects,13600,18300,60600,20700,11100,108000,94500,18700,418100,12600,1817100,18100600,0,16700.0,25400.0,13600.0,2231300.0,22226400.0,15400.0,22900.0,22500.0,513500.0,74400.0,116100.0,132600.0,under_retail,,,
4,"['jordan', '1']",Air Jordan 1 Retro High OG 'University Blue',False,599627,555088 134,air-jordan-1-retro-high-og-university-blue-555088-134,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/049/887/651/original/599627_00.png.png,sneakers,20210306.0,2021.0,17000.0,14200.0,2275800.0,135000.0,75000.0,21866000.0,117300.0,22900.0,23000.0,16100.0,24700.0,519600.0,ebff2e27-6804-423c-ad75-e618ab5c441f,new_no_defects,34600,46600,154100,52500,28200,274600,240400,47500,1063700,31900,4622900,46049900,101,45600.0,69100.0,37200.0,6092600.0,60690000.0,42000.0,62600.0,61400.0,1401900.0,203000.0,316800.0,361900.0,,https://image.goat.com/attachments/product_outer_pictures/images/054/583/504/square/camera3805501046580583477.jpeg?1620896738,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/583/504/square/camera3805501046580583477.jpeg?1620896738""}",
5,"['jordan', '1']",Air Jordan 1 Mid 'Cement True Blue',False,1097475,DQ8426 014,air-jordan-1-mid-cement-true-blue-dq8426-014,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/082/196/300/original/1097475_00.png.png,sneakers,,,12500.0,10300.0,1661500.0,99300.0,55900.0,16376800.0,87100.0,16900.0,17300.0,11800.0,19000.0,384000.0,5666706f-87b4-4b0e-8688-b3ad09dc8662,new_no_defects,9200,12400,41000,14000,7500,73100,64000,12700,282900,8500,1229200,12244500,0,15100.0,22900.0,12300.0,2017500.0,20097000.0,13900.0,20700.0,20400.0,464300.0,67300.0,104900.0,119900.0,under_retail,,,
6,"['jordan', '1']",Air Jordan 1 Mid SE 'Space Jam',False,1118896,DV1308 004,air-jordan-1-mid-space-jam-dv1308-004,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/316/916/original/1118896_00.png.png,sneakers,20230123.0,2023.0,13500.0,11300.0,1807200.0,107200.0,59600.0,17364200.0,93200.0,18200.0,18200.0,12800.0,19600.0,412600.0,53954052-ac50-4846-a3f1-6ab532e4136f,new_no_defects,9900,13400,44100,15100,8100,78600,68800,13600,304400,9200,1322800,13175100,0,,,,,,,,,,,,,under_retail,,,
7,"['jordan', '1']",Air Jordan 1 Retro High OG 'Skyline',False,1072277,DX0054 805,air-jordan-1-retro-high-og-skyline-dx0054-805,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/086/118/077/original/1072277_00.png,sneakers,20230408.0,2023.0,18000.0,14700.0,2405000.0,142900.0,80200.0,23956600.0,125100.0,24200.0,24700.0,16600.0,27300.0,553400.0,297c5fc9-ec45-4fdf-9231-e3699fd75f58,new_no_defects,12500,16900,55700,19000,10200,99300,86900,17200,384300,11500,1670200,16636600,0,15200.0,23100.0,12400.0,2030900.0,20230000.0,14000.0,20900.0,20500.0,467300.0,67700.0,105600.0,120700.0,under_retail,,,
8,"['jordan', '1']",Air Jordan 1 Retro High OG 'Stage Haze',False,895937,555088 108,air-jordan-1-retro-high-og-stage-haze-555088-108,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/072/682/079/original/895937_00.png.png,sneakers,20220702.0,2022.0,17000.0,14200.0,2275800.0,135000.0,75000.0,21866000.0,117300.0,22900.0,23000.0,16100.0,24700.0,519600.0,b3efe2d1-767d-48cb-8010-48cb15b0e445,new_no_defects,22600,30400,100700,34300,18400,179400,157000,31000,694800,20800,3019600,30078900,0,26100.0,39600.0,21300.0,3487200.0,34737100.0,24000.0,35800.0,35100.0,802400.0,116200.0,181300.0,207200.0,,,,
9,"['jordan', '1']",Travis Scott x Air Jordan 1 Low OG SP PS 'Black Phantom',False,1037191,DO5442 001,travis-scott-x-air-jordan-1-low-og-sp-ps-black-phantom-do5442-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/082/155/391/original/DO5442_001.png.png,sneakers,20221215.0,2022.0,6000.0,5100.0,808900.0,47700.0,27200.0,7948400.0,41900.0,8300.0,8400.0,5800.0,9200.0,185800.0,3a029fa1-9762-4261-952f-ca471201d9e4,new_no_defects,14000,18900,62400,21300,11400,111200,97300,19200,430400,12900,1870600,18632900,0,16300.0,24700.0,13300.0,2177900.0,21694100.0,15000.0,22400.0,22000.0,501200.0,72600.0,113300.0,129400.0,,,,
10,"['jordan', '1']",Wmns Air Jordan 1 Mid 'Stealth',False,1056097,BQ6472 115,wmns-air-jordan-1-mid-stealth-bq6472-115,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/298/091/original/1056097_00.png.png,sneakers,20221205.0,2022.0,12500.0,10400.0,1661500.0,99200.0,56400.0,16384000.0,87000.0,16900.0,17400.0,11700.0,18900.0,381900.0,61c0f7ad-9a07-4057-bd3f-f0e61bce3c8d,new_no_defects,11200,15100,49900,17000,9200,88900,77800,15400,344400,10300,1496500,14905200,0,12100.0,18400.0,9900.0,1616700.0,16102900.0,11200.0,16600.0,16300.0,372000.0,53900.0,84100.0,96100.0,under_retail,,,
11,"['jordan', '1']",Air Jordan 1 Retro High '85 OG 'Black White',False,1071994,BQ4422 001,air-jordan-1-retro-high-85-og-black-white-bq4422-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/085/007/537/original/1071994_00.png.png,sneakers,20230215.0,2023.0,20000.0,16800.0,2711700.0,158700.0,89700.0,26203100.0,138900.0,27100.0,27300.0,18900.0,29400.0,614500.0,cebb4628-e405-4a65-85e9-f12822650d43,new_no_defects,26000,35100,115800,39500,21200,206400,180700,35700,799400,24000,3473900,34601300,0,,,,,,,,,,,,,,,,
12,"['jordan', '1']",Air Jordan 1 Mid 'Bred Toe',False,998590,554724 079,air-jordan-1-mid-bred-toe-554724-079,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/076/377/053/original/998590_00.png.png,sneakers,20220921.0,2022.0,12500.0,10500.0,1694800.0,99200.0,56100.0,16377000.0,86800.0,16900.0,17100.0,11800.0,18400.0,384100.0,907d0213-e7fa-4217-ace2-a9cfc133d047,new_no_defects,9600,13000,42800,14600,7900,76200,66700,13200,295200,8900,1282700,12776900,0,11900.0,18100.0,9700.0,1590000.0,15838000.0,11000.0,16400.0,16000.0,365900.0,53000.0,82700.0,94500.0,under_retail,,,
13,"['jordan', '1']",Air Jordan 1 Retro High OG 'Yellow Toe',False,931515,555088 711,air-jordan-1-retro-high-og-yellow-toe-555088-711,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/250/443/original/931515_00.png.png,sneakers,20220924.0,2022.0,17000.0,14200.0,2275800.0,135000.0,75000.0,21866000.0,117300.0,22900.0,23000.0,16100.0,24700.0,519600.0,72641481-2cb4-4718-bd18-81def73ba888,new_no_defects,13900,18700,61900,21100,11400,110400,96600,19100,427400,12800,1857200,18499800,0,,,,,,,,,,,,,under_retail,,,
14,"['jordan', '1']",Air Jordan 1 Mid SE 'White Ice Blue',False,1137767,DV1308 104,air-jordan-1-mid-se-white-ice-blue-dv1308-104,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/085/185/990/original/1137767_00.png.png,sneakers,20230301.0,2023.0,13500.0,11400.0,1857900.0,107200.0,61100.0,17803900.0,93800.0,18400.0,18600.0,12800.0,20300.0,417400.0,a747b947-0982-4887-b0c9-11717abae67b,new_no_defects,10700,14400,47700,16300,8800,85000,74400,14700,329000,9900,1429700,14240900,0,15600.0,23700.0,12700.0,2084300.0,20762400.0,14400.0,21400.0,21000.0,479600.0,69500.0,108400.0,123900.0,under_retail,,,
15,"['jordan', '1']",Air Jordan 1 Retro High OG GS 'Chicago Lost & Found',False,1029146,FD1437 612,air-jordan-1-retro-high-og-gs-lost-found-fd1437-612,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/963/059/original/1029146_00.png.png,sneakers,20221119.0,2022.0,14000.0,11800.0,1898200.0,111100.0,62800.0,18342200.0,97300.0,19000.0,19100.0,13300.0,20600.0,430200.0,9472367d-6da0-4cf4-8fd1-647f7edb5431,new_no_defects,16500,22200,73500,25100,13500,131000,114700,22700,507300,15200,2204600,21960200,0,19400.0,29400.0,15800.0,2592100.0,25819900.0,17900.0,26600.0,26100.0,596500.0,86400.0,134800.0,154000.0,,,,
16,"['jordan', '1']",Travis Scott x Air Jordan 1 Low OG TD 'Reverse Mocha',False,946191,DO5441 162,travis-scott-x-air-jordan-1-low-og-ps-reverse-mocha-do5441-162,brown,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/075/829/268/original/946191_00.png.png,sneakers,20220721.0,2022.0,5000.0,4200.0,669400.0,39700.0,22100.0,6431200.0,34500.0,6800.0,6800.0,4800.0,7300.0,152900.0,c1eb9f70-1a6a-46cc-a72f-275438dad920,new_no_defects,20900,28100,93100,31700,17100,165900,145200,28700,642600,19300,2792500,27816300,0,22600.0,34300.0,18400.0,3019600.0,30078900.0,20800.0,31000.0,30400.0,694800.0,100700.0,157000.0,179400.0,,,,
17,"['jordan', '1']",Wmns Air Jordan 1 Retro High OG 'Reverse Laney',False,1103103,FD2596 700,wmns-air-jordan-1-retro-high-og-reverse-laney-fd2596-700,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/085/024/424/original/1103103_00.png.png,sneakers,20230217.0,2023.0,18000.0,15200.0,2443400.0,142600.0,80700.0,23590700.0,124800.0,24400.0,24500.0,17100.0,26400.0,553100.0,1be26d5d-373f-451e-a6da-bab2ae6fa5f3,new_no_defects,10000,13500,44600,15200,8200,79400,69500,13800,307500,9200,1336100,13309300,0,12300.0,18700.0,10100.0,1643400.0,16370400.0,11400.0,16900.0,16600.0,378200.0,54800.0,85500.0,97700.0,under_retail,,,
18,"['jordan', '1']",Wmns Air Jordan 1 High OG 'Starfish',False,939977,DO9369 101,wmns-air-jordan-1-high-og-starfish-do9369-101,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/076/974/579/original/939977_00.png.png,sneakers,20221027.0,2022.0,18000.0,15000.0,2409600.0,142900.0,79400.0,23152300.0,124200.0,24200.0,24300.0,17000.0,26200.0,550200.0,90613f01-2f6b-42d8-8d63-3757ed9e621c,new_no_defects,10900,14700,48600,16600,8900,86600,75800,15000,335100,10100,1456400,14506000,0,12100.0,18400.0,9900.0,1616700.0,16102900.0,11200.0,16600.0,16300.0,372000.0,53900.0,84100.0,96100.0,under_retail,,,
19,"['jordan', '1']",Air Jordan 1 Retro High OG 'Dark Marina Blue',False,815796,555088 404,air-jordan-1-retro-high-og-dark-marina-blue-555088-404,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/064/377/034/original/815796_00.png.png,sneakers,20220216.0,2022.0,17000.0,14200.0,2275800.0,135000.0,75000.0,21866000.0,117300.0,22900.0,23000.0,16100.0,24700.0,519600.0,01e94928-4530-4535-a0d9-048735ac4c13,new_no_defects,12300,16600,54800,18700,10100,97700,85500,16900,378200,11400,1643400,16370400,0,,,,,,,,,,,,,under_retail,,,
20,"['jordan', '1']",Air Jordan 1 Mid 'Light Smoke Grey',False,878551,554724 078,air-jordan-1-mid-light-smoke-grey-554724-078,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/066/247/639/original/878551_00.png.png,sneakers,20220707.0,2022.0,12000.0,10000.0,1606400.0,95300.0,53000.0,15434900.0,82800.0,16200.0,16200.0,11400.0,17500.0,366800.0,a54b7266-8337-499a-b80a-2f82d9c7d5c0,new_no_defects,12900,17400,57500,19600,10500,102400,89700,17700,396600,11900,1723600,17168900,0,16800.0,25500.0,13700.0,2244700.0,22359500.0,15500.0,23100.0,22600.0,516500.0,74800.0,116700.0,133400.0,,,,
21,"['jordan', '1']",Air Jordan 1 Retro High OG 'Dark Mocha',False,567948,555088 105,air-jordan-1-retro-high-og-555088-105,brown,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/043/946/217/original/567948_00.png.png,sneakers,20201031.0,2020.0,17000.0,14200.0,2275800.0,135000.0,75000.0,21866000.0,117300.0,22900.0,23000.0,16100.0,24700.0,519600.0,2622411d-eaa3-40d7-a413-b9607fa3be45,new_no_defects,41500,55800,184800,62900,33800,329400,288300,56900,1275900,38200,5544800,55233300,101,51600.0,78200.0,42000.0,6894300.0,68675600.0,47500.0,70800.0,69400.0,1586400.0,229700.0,358500.0,409600.0,,https://image.goat.com/attachments/product_outer_pictures/images/048/695/751/square/temp1610440274.jpeg?1610440274,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/048/695/751/square/temp1610440274.jpeg?1610440274""}",
22,"['jordan', '1']",Air Jordan 1 Mid SE 'Diamond',False,889970,DH6933 100,air-jordan-1-mid-se-diamond-shorts-dh6933-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/067/833/885/original/889970_00.png.png,sneakers,20220209.0,2022.0,12000.0,10000.0,1606400.0,95300.0,53000.0,15434900.0,82800.0,16200.0,16200.0,11400.0,17500.0,366800.0,97f4489a-6fe7-4066-80a3-9c36550c020c,new_no_defects,13100,17700,58400,19900,10700,104000,91000,18000,402800,12100,1750300,17435100,0,17700.0,26900.0,14500.0,2364900.0,23557300.0,16300.0,24300.0,23800.0,544200.0,78800.0,123000.0,140500.0,,,,
23,"['jordan', '1']",Air Jordan 1 Mid 'Obsidian',False,522765,554724 174,air-jordan-1-mid-obsidian-554724-174,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/046/018/252/original/522765_00.png.png,sneakers,20190813.0,2019.0,11000.0,9200.0,1472600.0,87300.0,48600.0,14148600.0,75900.0,14800.0,14900.0,10400.0,16000.0,336200.0,3c67540c-dff2-427c-a816-537b414ff4e1,new_no_defects,9200,12400,41000,14000,7500,73100,64000,12700,282900,8500,1229200,12244500,0,21600.0,32800.0,17600.0,2886000.0,28747900.0,19900.0,29700.0,29100.0,664100.0,96200.0,150100.0,171500.0,under_retail,,,
24,"['jordan', '1']",Air Jordan 1 Retro High OG 'Gorge Green',False,938143,DZ5485 303,air-jordan-1-retro-high-og-gorge-green-dz5485-303,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/081/932/539/original/938143_00.png.png,sneakers,20221220.0,2022.0,18000.0,14800.0,2414200.0,142900.0,80500.0,23763000.0,125400.0,24200.0,24700.0,16800.0,27300.0,556100.0,c8d37b20-6394-4d74-8dd2-b5ce53844ca4,new_no_defects,13000,17600,57900,19800,10600,103200,90400,17900,399700,12000,1737000,17300700,0,14000.0,21300.0,11400.0,1870600.0,18631500.0,12900.0,19200.0,18900.0,430400.0,62400.0,97300.0,111200.0,under_retail,,,
25,"['jordan', '1']",Air Jordan 1 Low SE 'Concord',False,1107666,DV1309 100,air-jordan-1-low-concord-dv1309-100,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/083/405/695/original/1107666_00.png.png,sneakers,20230117.0,2023.0,12000.0,10000.0,1586300.0,95300.0,53800.0,15720900.0,83400.0,16200.0,16800.0,11300.0,18300.0,368100.0,73e60739-f95f-44a6-b6bd-3770f81fd976,new_no_defects,11400,15400,50800,17300,9300,90500,79200,15700,350500,10500,1523200,15172500,0,13100.0,19900.0,10700.0,1750300.0,17435100.0,12100.0,18000.0,17700.0,402800.0,58400.0,91000.0,104000.0,under_retail,,,
26,"['jordan', '1']",Air Jordan 1 Retro High OG 'Heritage',False,898959,555088 161,air-jordan-1-retro-high-og-heritage-555088-161,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/072/682/104/original/898959_00.png.png,sneakers,20220525.0,2022.0,17000.0,14200.0,2275800.0,135000.0,75000.0,21866000.0,117300.0,22900.0,23000.0,16100.0,24700.0,519600.0,afb36a9f-8d7e-40d1-a1ee-96706b9cd86c,new_no_defects,10900,14700,48600,16600,8900,86600,75800,15000,335100,10100,1456400,14507100,0,14400.0,21900.0,11800.0,1924000.0,19165300.0,13300.0,19800.0,19400.0,442700.0,64200.0,100100.0,114300.0,under_retail,,,
27,"['jordan', '1']",Air Jordan 1 Retro High OG 'Fearless',False,529531,CK5666 100,air-jordan-1-retro-high-og-fearless-ck5666-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/481/796/original/529531_00.png.png,sneakers,20191102.0,2019.0,16000.0,13400.0,2141900.0,127000.0,70600.0,20579800.0,110400.0,21500.0,21600.0,15100.0,23300.0,489000.0,7f6b1173-9a93-4efb-b36b-53c6bbf30852,new_no_defects,27600,37200,122900,41900,22500,219100,191800,37900,848500,25400,3687600,36733500,87,58200.0,88200.0,47400.0,7776100.0,77459600.0,53600.0,79800.0,78300.0,1789300.0,259100.0,404300.0,461900.0,,https://image.goat.com/attachments/product_outer_pictures/images/052/667/269/square/temp1617372352.jpeg?1617372352,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/052/667/269/square/temp1617372352.jpeg?1617372352""}",
28,"['jordan', '1']",Wmns Air Jordan 1 Low 'Ice Blue',False,1052044,DC0774 141,wmns-air-jordan-1-low-ice-blue-dc0774-141,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/086/882/247/original/1052044_00.png.png,sneakers,20221110.0,2022.0,11000.0,9000.0,1472000.0,87300.0,49200.0,14555100.0,76500.0,14800.0,15000.0,10200.0,16400.0,339200.0,2ab21f75-f829-4aa6-b2d4-67a5d40f2fd2,new_no_defects,14500,19500,64600,22000,11900,115100,100800,19900,445800,13400,1937400,19298400,0,15700.0,23800.0,12800.0,2097700.0,20895500.0,14500.0,21600.0,21200.0,482700.0,69900.0,109100.0,124600.0,,,,
29,"['jordan', '1']",Air Jordan 1 High OG 'Rebellionaire',False,838649,555088 036,air-jordan-1-high-og-rebellionaire-555088-036,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/069/236/749/original/838649_00.png.png,sneakers,20220312.0,2022.0,17000.0,14200.0,2275800.0,135000.0,75000.0,21866000.0,117300.0,22900.0,23000.0,16100.0,24700.0,519600.0,5da9782e-c326-4f39-8c2a-5ccc9ddae39c,new_no_defects,11500,15500,51200,17500,9400,91300,79900,15800,353600,10600,1536500,15305600,0,26800.0,40700.0,21900.0,3580800.0,35668700.0,24700.0,36800.0,36100.0,824000.0,119300.0,186200.0,212700.0,under_retail,,,
30,"['jordan', '1']",Wmns Air Jordan 1 Retro High OG 'Twist 2.0',False,996854,DZ2523 001,wmns-air-jordan-1-retro-high-og-twist-2-0-dz2523-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/081/863/630/original/996854_00.png.png,sneakers,20221222.0,2022.0,18000.0,14900.0,2392600.0,142900.0,81200.0,23592900.0,125300.0,24300.0,25000.0,16800.0,27200.0,549900.0,f81feeb8-ab17-40af-8e22-ecbb8b19e60c,new_no_defects,10800,14600,48100,16400,8800,85800,75100,14900,332100,10000,1443000,14374000,0,14000.0,21300.0,11400.0,1870600.0,18632900.0,12900.0,19200.0,18900.0,430400.0,62400.0,97300.0,111200.0,under_retail,,,
31,"['jordan', '1']",Air Jordan 1 Retro High OG 'White Cement',False,1105174,DZ5485 052,air-jordan-1-retro-high-og-white-cement-dz5485-052,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/670/168/original/1105174_00.png.png,sneakers,,,18000.0,15200.0,2454700.0,142800.0,80900.0,23689500.0,125500.0,24400.0,24700.0,17200.0,26800.0,555700.0,1fb71214-1cd7-458e-b142-cf84dbb41575,new_no_defects,11300,15200,50400,17200,9200,89700,78500,15500,347400,10400,1509800,15039500,0,12200.0,18500.0,10000.0,1630100.0,16237300.0,11300.0,16800.0,16500.0,375100.0,54400.0,84800.0,96900.0,under_retail,,,
32,"['jordan', '1']",Wmns Air Jordan 1 Mid SE 'Homage',False,999935,DR0501 101,wmns-air-jordan-1-mid-se-homage-dr0501-101,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/076/183/167/original/999935_00.png.png,sneakers,20221103.0,2022.0,13500.0,11300.0,1807200.0,107200.0,59600.0,17364200.0,93200.0,18200.0,18200.0,12800.0,19600.0,412600.0,7a38db20-5500-4849-9a2b-dc2a8c429f3b,new_no_defects,8900,12000,39700,13500,7300,70700,61900,12300,273700,8200,1189200,11845200,0,11600.0,17600.0,9500.0,1549900.0,15438700.0,10700.0,16000.0,15600.0,356700.0,51700.0,80600.0,92100.0,under_retail,,,
33,"['jordan', '1']",Dior x Air Jordan 1 High,False,569208,CN8607 002,dior-x-air-jordan-1-high-dior-aj1-low,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/458/085/original/569208_00.png.png,sneakers,20200625.0,2020.0,220000.0,183300.0,29450700.0,1746000.0,970400.0,282971700.0,1517600.0,295600.0,296600.0,207400.0,319400.0,6723800.0,8d3042f1-0fd5-4b94-93b8-39609f32e242,new_no_defects,805000,1082300,3583500,1219900,655300,6388600,5591800,1103600,24747800,740300,107555000,1071391300,16,972000.0,1472900.0,791200.0,129867700.0,1293655100.0,893900.0,1332500.0,1306800.0,29881800.0,4326800.0,6751800.0,7713900.0,,https://image.goat.com/attachments/product_outer_pictures/images/039/344/126/square/temp1594788543.jpeg?1594788543,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/039/344/126/square/temp1594788543.jpeg?1594788543""}",
34,"['jordan', '1']",Off-White x Air Jordan 1 Retro High OG 'UNC',False,335047,AQ0818 148,off-white-x-air-jordan-1-retro-high-og-powder-blue-aq0818-148,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/710/356/original/335047_00.png.png,sneakers,20180522.0,2018.0,19000.0,15900.0,2543500.0,150800.0,83800.0,24438500.0,131100.0,25600.0,25700.0,18000.0,27600.0,580700.0,b765f39d-e340-4413-9b34-19d1ad3a4f38,new_no_defects,164300,220900,731400,249000,133800,1304000,1141300,225300,5051100,151100,21952000,218670300,38,205200.0,311000.0,167100.0,27416500.0,273105000.0,188700.0,281400.0,275900.0,6308400.0,913500.0,1425400.0,1628500.0,,https://image.goat.com/attachments/product_outer_pictures/images/054/651/438/square/temp1621025649.jpeg?1621025649,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/651/438/square/temp1621025649.jpeg?1621025649""}",
35,"['jordan', '1']",Wmns Air Jordan 1 High OG 'Court Purple',False,644619,CD0461 151,wmns-air-jordan-1-high-og-court-purple-cd0461-151,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/055/414/571/original/644619_00.png.png,sneakers,20210603.0,2021.0,17000.0,14300.0,2318300.0,134900.0,76400.0,22373400.0,118500.0,23100.0,23300.0,16300.0,25300.0,524800.0,859cf2e2-a271-4005-8bd5-f404502f6eed,new_no_defects,12000,16200,53500,18200,9800,95300,83400,16500,369000,11100,1603400,15971100,94,18900.0,28700.0,15400.0,2525300.0,25154500.0,17400.0,26000.0,25500.0,581100.0,84200.0,131300.0,150000.0,under_retail,,,
36,"['jordan', '1']",Wmns Air Jordan 1 Retro High OG SE 'Bubble Gum',False,709706,DD9335 641,wmns-air-jordan-1-retro-high-og-se-atmosphere-dd9335-641,pink,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/063/954/118/original/709706_00.png.png,sneakers,20211222.0,2021.0,17000.0,14200.0,2275800.0,135000.0,75000.0,21866000.0,117300.0,22900.0,23000.0,16100.0,24700.0,519600.0,15db6c6b-fec2-4a56-9d77-7c9ceb24bb57,new_no_defects,15700,21200,69900,23800,12800,124600,109100,21600,482700,14500,2097700,20893900,0,19800.0,30100.0,16200.0,2645500.0,26350200.0,18300.0,27200.0,26700.0,608800.0,88200.0,137600.0,157200.0,under_retail,,,
